Class,Genus,Species,Common_name,Mass_kg,Max_longevity_yr,Data_quality,Specimen_origin,Mass_source,Longevity_source,Scientific_name,log10M,log10T,bin2
Aves,Falco,berigora,Brown falcon,0.5935,24.0,acceptable,captivity,AnAge,AnAge,Falco berigora,-0.22657927670938993,1.380211241711606,-2
Aves,Falco,columbarius,Merlin,0.195,12.7,acceptable,wild,AnAge,AnAge,Falco columbarius,-0.7099653886374819,1.1038037209559568,-2
Aves,Falco,eleonorae,Eleonora's falcon,0.39,11.2,acceptable,wild,AnAge,AnAge,Falco eleonorae,-0.4089353929735008,1.0492180226701815,-2
Aves,Falco,femoralis,Aplomado falcon,0.3425,12.0,acceptable,wild,AnAge,AnAge,Falco femoralis,-0.4653394241715556,1.0791812460476249,-2
Aves,Falco,mexicanus,Prairie falcon,0.858,17.2,acceptable,wild,AnAge,AnAge,Falco mexicanus,-0.06651271215129456,1.235528446907549,-2
Aves,Falco,naumanni,Lesser kestrel,0.1525,10.9,acceptable,wild,AnAge,AnAge,Falco naumanni,-0.8167301563171954,1.0374264979406236,-2
Aves,Falco,peregrinus,Peregrine falcon,0.84,25.0,acceptable,unknown,AnAge,AnAge,Falco peregrinus,-0.07572071393811836,1.3979400086720377,-2
Aves,Falco,rusticolus,Gyrfalcon,1.4065,13.5,acceptable,wild,AnAge,AnAge,Falco rusticolus,0.14813973650121975,1.130333768495006,0
Aves,Falco,sparverius,American kestrel,0.117,17.0,acceptable,captivity,AnAge,AnAge,Falco sparverius,-0.9318141382538383,1.2304489213782739,-2
Aves,Falco,subbuteo,Eurasian hobby,0.2095,14.9,acceptable,wild,AnAge,AnAge,Falco subbuteo,-0.6788159726976859,1.173186268412274,-2
Aves,Falco,subniger,Black falcon,0.692775,11.6,acceptable,wild,AnAge,AnAge,Falco subniger,-0.1594077929854394,1.0644579892269186,-2
Aves,Falco,tinnunculus,Common kestrel,0.184,23.8,acceptable,wild,AnAge,AnAge,Falco tinnunculus,-0.7351821769904635,1.376576957056512,-2
Aves,Falco,vespertinus,Red-footed falcon,0.1525,13.2,acceptable,wild,AnAge,AnAge,Falco vespertinus,-0.8167301563171954,1.1205739312058498,-2
Aves,Crax,globulosa,Wattled curassow,2.5,20.0,acceptable,captivity,AnAge,AnAge,Crax globulosa,0.3979400086720376,1.3010299956639813,0
Aves,Crax,rubra,Great curassow,4.133,24.0,acceptable,captivity,AnAge,AnAge,Crax rubra,0.6162654052817081,1.380211241711606,0
Aves,Mitu,tuberosum,Razor-billed curassow,2.813,23.0,acceptable,captivity,AnAge,AnAge,Mitu tuberosum,0.44916973216520095,1.3617278360175928,0
Aves,Ortalis,vetula,Plain chachalaca,0.4955,8.8,acceptable,wild,AnAge,AnAge,Ortalis vetula,-0.30495634117870585,0.9444826721501687,-2
Aves,Alectura,lathami,"Australian brushturkey, or Brush turkey",2.34,12.5,acceptable,unknown,AnAge,AnAge,Alectura lathami,0.36921585741014284,1.0969100130080565,0
Aves,Leipoa,ocellata,Malleefowl,1.8675,5.1,acceptable,wild,AnAge,AnAge,Leipoa ocellata,0.2712606104874363,0.7075701760979364,0
Aves,Macrocephalon,maleo,Maleo,1.564,23.0,acceptable,captivity,AnAge,AnAge,Macrocephalon maleo,0.1942367487238292,1.3617278360175928,0
Aves,Callipepla,californica,California quail,0.138,9.6,acceptable,unknown,AnAge,AnAge,Callipepla californica,-0.8601209135987634,0.9822712330395684,-2
Aves,Callipepla,gambelii,Gambel's quail,0.166,7.4,acceptable,wild,AnAge,AnAge,Callipepla gambelii,-0.7798919119599449,0.8692317197309762,-2
Aves,Colinus,virginianus,Northern bobwhite,0.194,6.4,acceptable,wild,AnAge,AnAge,Colinus virginianus,-0.712198270069774,0.8061799739838872,-2
Aves,Alectoris,rufa,Red-legged partridge,0.528,6.2,acceptable,captivity,AnAge,AnAge,Alectoris rufa,-0.27736607746618774,0.7923916894982539,-2
Aves,Bonasa,umbellus,Ruffed grouse,0.532,11.0,acceptable,unknown,AnAge,AnAge,Bonasa umbellus,-0.2740883677049518,1.041392685158225,-2
Aves,Centrocercus,urophasianus,Sage grouse,1.9295,7.0,acceptable,unknown,AnAge,AnAge,Centrocercus urophasianus,0.2854447829074155,0.8450980400142568,0
Aves,Chrysolophus,amherstiae,Lady Amherst's pheasant,0.738,19.6,acceptable,captivity,AnAge,AnAge,Chrysolophus amherstiae,-0.13194363817695845,1.2922560713564761,-2
Aves,Coturnix,coturnix,Common quail,0.0965,14.6,acceptable,wild,AnAge,AnAge,Coturnix coturnix,-1.0154726866562074,1.1643528557844371,-2
Aves,Coturnix,japonica,Japanese quail,0.115,6.0,acceptable,unknown,AnAge,AnAge,Coturnix japonica,-0.9393021596463883,0.7781512503836436,-2
Aves,Coturnix,pectoralis,Stubble quail,0.100975,4.2,acceptable,wild,AnAge,AnAge,Coturnix pectoralis,-0.9957861381579741,0.6232492903979004,-2
Aves,Coturnix,ypsilophora,Brown quail,0.1075,4.0,acceptable,wild,AnAge,AnAge,Coturnix ypsilophora,-0.9685915357483759,0.6020599913279624,-2
Aves,Dendragapus,obscurus,Blue grouse,1.0585,14.0,acceptable,wild,AnAge,AnAge,Dendragapus obscurus,0.02469086235543079,1.146128035678238,0
Aves,Falcipennis,canadensis,Spruce grouse,0.4173,13.0,acceptable,wild,AnAge,AnAge,Falcipennis canadensis,-0.3795516152882912,1.1139433523068367,-2
Aves,Francolinus,francolinus,Black francolin,0.453,7.0,acceptable,wild,AnAge,AnAge,Francolinus francolinus,-0.34390179798716813,0.8450980400142568,-2
Aves,Francolinus,pondicerianus,Grey francolin,0.334,8.0,acceptable,wild,AnAge,AnAge,Francolinus pondicerianus,-0.4762535331884355,0.9030899869919435,-2
Aves,Gallus,gallus,Red junglefowl,0.7797999999999999,30.0,acceptable,captivity,AnAge,AnAge,Gallus gallus,-0.1080167691480331,1.4771212547196624,-2
Aves,Lagopus,lagopus,Willow ptarmigan,0.595875,9.0,acceptable,wild,AnAge,AnAge,Lagopus lagopus,-0.22484483506490158,0.9542425094393249,-2
Aves,Lagopus,leucura,White-tailed ptarmigan,0.326,15.0,acceptable,wild,AnAge,AnAge,Lagopus leucura,-0.48678239993206096,1.1760912590556813,-2
Aves,Lagopus,muta,Rock ptarmigan,0.5355,11.7,acceptable,wild,AnAge,AnAge,Lagopus muta,-0.2712405248321256,1.0681858617461617,-2
Aves,Lyrurus,tetrix,Eurasian black grouse,1.079,12.2,acceptable,wild,AnAge,AnAge,Lyrurus tetrix,0.033021444682910656,1.0863598306747482,0
Aves,Meleagris,gallopavo,Wild turkey,6.05,13.0,acceptable,wild,AnAge,AnAge,Meleagris gallopavo,0.7817553746524689,1.1139433523068367,0
Aves,Pavo,cristatus,Indian peafowl,4.2,23.2,acceptable,captivity,AnAge,AnAge,Pavo cristatus,0.6232492903979004,1.3654879848908996,0
Aves,Perdix,perdix,Grey partridge,0.492,5.2,acceptable,wild,AnAge,AnAge,Perdix perdix,-0.30803489723263966,0.7160033436347992,-2
Aves,Phasianus,colchicus,Common pheasant,1.0948,27.0,high,captivity,AnAge,AnAge,Phasianus colchicus,0.039334788738086025,1.4313637641589874,0
Aves,Polyplectron,napoleonis,Palawan peacock-pheasant,0.55,15.0,acceptable,unknown,AnAge,AnAge,Polyplectron napoleonis,-0.2596373105057561,1.1760912590556813,-2
Aves,Syrmaticus,reevesii,Reeves's pheasant,1.239,9.2,acceptable,unknown,AnAge,AnAge,Syrmaticus reevesii,0.09307130637606349,0.9637878273455552,0
