Class,Genus,Species,Common_name,Mass_kg,Max_longevity_yr,Data_quality,Specimen_origin,Mass_source,Longevity_source,Scientific_name,log10M,log10T,bin2
Reptilia,Kinosternon,scorpioides,Scorpion mud turtle,0.266,44.7,acceptable,captivity,AnAge,AnAge,Kinosternon scorpioides,-0.575118363368933,1.6503075231319364,-2
Reptilia,Kinosternon,sonoriense,Sonoran mud turtle,0.326,36.5,acceptable,captivity,AnAge,AnAge,Kinosternon sonoriense,-0.48678239993206096,1.5622928644564746,-2
Reptilia,Kinosternon,subrubrum,Common mud turtle,0.1546999999999999,40.0,acceptable,wild,AnAge,AnAge,Kinosternon subrubrum,-0.8105096863006328,1.6020599913279625,-2
Reptilia,Staurotypus,salvinii,Pacific Coast giant musk turtle,0.9,26.3,acceptable,captivity,AnAge,AnAge,Staurotypus salvinii,-0.045757490560675115,1.4199557484897578,-2
Reptilia,Staurotypus,triporcatus,Mexican giant musk turtle,4.2,33.5,acceptable,captivity,AnAge,AnAge,Staurotypus triporcatus,0.6232492903979004,1.5250448070368452,0
Reptilia,Sternotherus,carinatus,"Razor-backed musk turtle, or Keel-backed musk turtle",0.248,29.3,acceptable,captivity,AnAge,AnAge,Sternotherus carinatus,-0.6055483191737837,1.4668676203541096,-2
Reptilia,Sternotherus,minor,Loggerhead musk turtle,0.1545,23.9,acceptable,captivity,AnAge,AnAge,Sternotherus minor,-0.8110715162391465,1.3783979009481377,-2
Reptilia,Sternotherus,odoratus,Stinkpot,0.1379,54.8,acceptable,captivity,AnAge,AnAge,Sternotherus odoratus,-0.8604357338241502,1.7387805584843692,-2
Reptilia,Pelomedusa,subrufa,Helmeted turtle,2.273,20.1,acceptable,captivity,AnAge,AnAge,Pelomedusa subrufa,0.3565994357249708,1.3031960574204888,0
Reptilia,Podocnemis,expansa,South American river turtle,25.8,25.3,acceptable,captivity,AnAge,AnAge,Podocnemis expansa,1.41161970596323,1.403120521175818,0
Reptilia,Aldabrachelys,gigantea,Aldabra tortoise,117.2,152.0,acceptable,captivity,AnAge,AnAge,Aldabrachelys gigantea,2.0689276116820716,2.1818435879447726,2
Reptilia,Centrochelys,sulcata,African spurred tortoise,43.0,54.3,acceptable,captivity,AnAge,AnAge,Centrochelys sulcata,1.6334684555795866,1.734799829588847,0
Reptilia,Geochelone,elegans,Indian star tortoise,4.225,24.3,acceptable,captivity,AnAge,AnAge,Geochelone elegans,0.6258267132857112,1.3856062735983121,0
Reptilia,Gopherus,agassizii,Desert tortoise,2.784,62.8,acceptable,captivity,AnAge,AnAge,Gopherus agassizii,0.44466923093852445,1.797959643737196,0
Reptilia,Gopherus,berlandieri,Berlandier's tortoise,1.792,30.7,acceptable,captivity,AnAge,AnAge,Gopherus berlandieri,0.2533380053261064,1.4871383754771865,0
Reptilia,Homopus,areolatus,Parrot-beaked tortoise,0.2294,28.6,acceptable,captivity,AnAge,AnAge,Homopus areolatus,-0.6394065864347511,1.4563660331290431,-2
Reptilia,Indotestudo,forstenii,Travancore tortoise,1.68,32.9,acceptable,captivity,AnAge,AnAge,Indotestudo forstenii,0.22530928172586284,1.5171958979499742,0
Reptilia,Kinixys,belliana,"Bell's hinge-back tortoise, or Hingeback tortoise",1.202,26.5,acceptable,captivity,AnAge,AnAge,Kinixys belliana,0.0799044676667207,1.423245873936808,0
Reptilia,Malacochersus,tornieri,Pancake tortoise,0.39125,25.9,acceptable,captivity,AnAge,AnAge,Malacochersus tornieri,-0.4075456494454951,1.413299764081252,-2
Reptilia,Manouria,emys,"Asian brown tortoise, or East Indian upland tortoise",26.0,19.9,acceptable,captivity,AnAge,AnAge,Manouria emys,1.414973347970818,1.2988530764097066,0
Reptilia,Stigmochelys,pardalis,Leopard tortoise,20.0,30.0,acceptable,captivity,AnAge,AnAge,Stigmochelys pardalis,1.3010299956639813,1.4771212547196624,0
Reptilia,Testudo,graeca,Mediterranean spur-thighed tortoise,1.43,127.0,acceptable,captivity,AnAge,AnAge,Testudo graeca,0.1553360374650618,2.103803720955957,0
Reptilia,Testudo,kleinmanni,Egyptian tortoise,0.44,21.0,acceptable,captivity,AnAge,AnAge,Testudo kleinmanni,-0.3565473235138126,1.3222192947339193,-2
Reptilia,Testudo,marginata,Marginated tortoise,1.918,21.2,acceptable,captivity,AnAge,AnAge,Testudo marginata,0.28284860283464475,1.3263358609287514,0
Reptilia,Apalone,ferox,Florida softshell turtle,23.463,26.2,acceptable,captivity,AnAge,AnAge,Apalone ferox,1.3703835406076539,1.4183012913197455,0
Reptilia,Apalone,spinifera,Spiny softshell turtle,4.765,25.2,acceptable,captivity,AnAge,AnAge,Apalone spinifera,0.6780629049743452,1.4014005407815442,0
Reptilia,Lissemys,punctata,Indian flapshell turtle,1.4445,17.8,acceptable,captivity,AnAge,AnAge,Lissemys punctata,0.15971754618021572,1.250420002308894,0
Reptilia,Trionyx,triunguis,African softshell turtle,10.818,50.6,acceptable,captivity,AnAge,AnAge,Trionyx triunguis,1.0341469771060456,1.7041505168397992,0
Teleostei,Anguilla,anguilla,European eel,3.62945,88.0,acceptable,captivity,AnAge,AnAge,Anguilla anguilla,0.5598408178563664,1.9444826721501687,0
Teleostei,Anguilla,australis,Shortfin eel,4.1,32.0,acceptable,wild,AnAge,AnAge,Anguilla australis,0.6127838567197355,1.505149978319906,0
Teleostei,Anguilla,dieffenbachii,New Zealand longfin eel,13.0,60.0,acceptable,wild,AnAge,AnAge,Anguilla dieffenbachii,1.1139433523068367,1.7781512503836436,0
Teleostei,Anguilla,marmorata,Marbled eel,11.275,40.0,acceptable,wild,AnAge,AnAge,Anguilla marmorata,1.052116550549998,1.6020599913279625,0
Teleostei,Anguilla,mossambica,African longfin eel,0.4125,20.0,acceptable,wild,AnAge,AnAge,Anguilla mossambica,-0.38457604711405613,1.3010299956639813,-2
Teleostei,Anguilla,nebulosa,Long-finned eel,11.0,15.0,acceptable,wild,AnAge,AnAge,Anguilla nebulosa,1.041392685158225,1.1760912590556813,0
Teleostei,Anguilla,reinhardtii,Speckled longfin eel,8.965,41.0,acceptable,wild,AnAge,AnAge,Anguilla reinhardtii,0.9525502938982017,1.6127838567197355,0
Teleostei,Anguilla,rostrata,American eel,4.0315,50.0,acceptable,captivity,AnAge,AnAge,Anguilla rostrata,0.6054666641353719,1.6989700043360187,0
Teleostei,Hyporhamphus,melanochir,Dusky sea garfish,0.33,10.0,acceptable,wild,AnAge,AnAge,Hyporhamphus melanochir,-0.4814860601221125,1.0,-2
Teleostei,Hoplostethus,atlanticus,Orange roughy,3.85,149.0,acceptable,wild,AnAge,AnAge,Hoplostethus atlanticus,0.5854607295085006,2.173186268412274,0
Teleostei,Brycinus,imberi,Spot-tail,0.165,5.0,acceptable,wild,AnAge,AnAge,Brycinus imberi,-0.7825160557860937,0.6989700043360189,-2
Teleostei,Brycinus,macrolepidotus,Silversides,1.1,5.0,acceptable,wild,AnAge,AnAge,Brycinus macrolepidotus,0.04139268515822507,0.6989700043360189,0
Teleostei,Hydrocynus,vittatus,Tiger fish,15.4,8.0,acceptable,wild,AnAge,AnAge,Hydrocynus vittatus,1.187520720836463,0.9030899869919435,0
Teleostei,Micralestes,acutidens,Sharptooth tetra,0.0011,3.0,acceptable,wild,AnAge,AnAge,Micralestes acutidens,-2.958607314841775,0.47712125471966244,-4
Teleostei,Piaractus,brachypomus,Pirapitinga,13.75,28.0,acceptable,wild,AnAge,AnAge,Piaractus brachypomus,1.1383026981662814,1.4471580313422192,0
Teleostei,Distichodus,niloticus,Nile distichodus,3.41,7.5,acceptable,captivity,AnAge,AnAge,Distichodus niloticus,0.5327543789924978,0.8750612633917001,0
Teleostei,Hepsetus,odoe,Pike characid,2.2,5.0,acceptable,wild,AnAge,AnAge,Hepsetus odoe,0.3424226808222063,0.6989700043360189,0
Teleostei,Alosa,aestivalis,Blueback shad,0.11,8.0,acceptable,wild,AnAge,AnAge,Alosa aestivalis,-0.958607314841775,0.9030899869919435,-2
Teleostei,Alosa,agone,Twaite shad,0.825,25.0,acceptable,wild,AnAge,AnAge,Alosa agone,-0.08354605145007495,1.3979400086720377,-2
Teleostei,Alosa,alosa,Alice shad,2.2,10.0,acceptable,wild,AnAge,AnAge,Alosa alosa,0.3424226808222063,1.0,0
Teleostei,Alosa,caspia,Caspian shad,0.065,7.0,acceptable,wild,AnAge,AnAge,Alosa caspia,-1.1870866433571443,0.8450980400142568,-2
Teleostei,Alosa,chrysochloris,Blue herring,0.935,4.0,acceptable,wild,AnAge,AnAge,Alosa chrysochloris,-0.029188389127482197,0.6020599913279624,-2
Teleostei,Alosa,macedonica,Macedonia shad,0.33,10.0,acceptable,wild,AnAge,AnAge,Alosa macedonica,-0.4814860601221125,1.0,-2
Teleostei,Alosa,pseudoharengus,Alewife,0.11,8.0,acceptable,wild,AnAge,AnAge,Alosa pseudoharengus,-0.958607314841775,0.9030899869919435,-2
Teleostei,Alosa,sapidissima,American shad,3.025,13.0,acceptable,wild,AnAge,AnAge,Alosa sapidissima,0.48072537898848766,1.1139433523068367,0
Teleostei,Dorosoma,cepedianum,American gizzard shad,1.089,6.0,acceptable,wild,AnAge,AnAge,Dorosoma cepedianum,0.03702787975577494,0.7781512503836436,0
Teleostei,Sardinella,aurita,Round sardinella,0.12595,7.0,acceptable,wild,AnAge,AnAge,Sardinella aurita,-0.8998018281658682,0.8450980400142568,-2
Teleostei,Sardinella,longiceps,Indian oil sardine,0.11,4.0,acceptable,wild,AnAge,AnAge,Sardinella longiceps,-0.958607314841775,0.6020599913279624,-2
Teleostei,Sardinops,sagax,Pacific sardine,0.2673,25.0,acceptable,wild,AnAge,AnAge,Sardinops sagax,-0.5730010412434627,1.3979400086720377,-2
Teleostei,Carpiodes,carpio,River carpsucker,2.5245,10.0,acceptable,wild,AnAge,AnAge,Carpiodes carpio,0.40217537503150513,1.0,0
Teleostei,Carpiodes,cyprinus,Quillback,1.617,11.0,acceptable,wild,AnAge,AnAge,Carpiodes cyprinus,0.20871001990640112,1.041392685158225,0
Teleostei,Catostomus,catostomus,Longnose sucker,1.8,20.0,acceptable,wild,AnAge,AnAge,Catostomus catostomus,0.25527250510330607,1.3010299956639813,0
Teleostei,Catostomus,commersonii,White sucker,1.617,12.0,acceptable,wild,AnAge,AnAge,Catostomus commersonii,0.20871001990640112,1.0791812460476249,0
Teleostei,Chasmistes,cujus,Cui-ui,1.496,41.0,acceptable,wild,AnAge,AnAge,Chasmistes cujus,0.17493159352844254,1.6127838567197355,0
Teleostei,Hypentelium,nigricans,Northern hog sucker,0.7,11.0,acceptable,wild,AnAge,AnAge,Hypentelium nigricans,-0.1549019599857432,1.041392685158225,-2
Teleostei,Ictiobus,bubalus,Smallmouth buffalo,20.515,39.0,acceptable,wild,AnAge,AnAge,Ictiobus bubalus,1.3120715213029315,1.591064607026499,0
Teleostei,Ictiobus,cyprinellus,Bigmouth buffalo,17.545,112.0,acceptable,wild,AnAge,AnAge,Ictiobus cyprinellus,1.244153372551425,2.0492180226701815,0
Teleostei,Ictiobus,niger,Black buffalo,15.785,24.0,acceptable,wild,AnAge,AnAge,Ictiobus niger,1.198244586228236,1.380211241711606,0
Teleostei,Minytrema,melanops,Spotted sucker,0.6765,6.0,acceptable,wild,AnAge,AnAge,Minytrema melanops,-0.16973219906635822,0.7781512503836436,-2
Teleostei,Moxostoma,anisurum,Silver redhorse,5.94,10.0,acceptable,wild,AnAge,AnAge,Moxostoma anisurum,0.7737864449811935,1.0,0
Teleostei,Moxostoma,duquesnii,Black redhorse,1.25,10.0,acceptable,wild,AnAge,AnAge,Moxostoma duquesnii,0.09691001300805642,1.0,0
Teleostei,Moxostoma,erythrurum,Golden redhorse,2.244,11.0,acceptable,wild,AnAge,AnAge,Moxostoma erythrurum,0.35102285258412386,1.041392685158225,0
Teleostei,Moxostoma,macrolepidotum,Shorthead redhorse,2.1945,9.0,acceptable,wild,AnAge,AnAge,Moxostoma macrolepidotum,0.3413355851809921,0.9542425094393249,0
Teleostei,Aspius,aspius,Asp,4.95,11.0,acceptable,wild,AnAge,AnAge,Aspius aspius,0.6946051989335688,1.041392685158225,0
Teleostei,Barbus,mattozi,Papermouth,0.74525,9.0,acceptable,wild,AnAge,AnAge,Barbus mattozi,-0.12769801529533165,0.9542425094393249,-2
Teleostei,Ctenopharyngodon,idella,Silver orfe,24.75,21.0,acceptable,unknown,AnAge,AnAge,Ctenopharyngodon idella,1.3935752032695876,1.3222192947339193,0
Teleostei,Cyprinus,carpio,Common carp,10.6,47.0,acceptable,captivity,AnAge,AnAge,Cyprinus carpio,1.0253058652647702,1.6720978579357175,0
Teleostei,Labeo,altivelis,Rednose labeo,1.98,9.0,acceptable,wild,AnAge,AnAge,Labeo altivelis,0.2966651902615311,0.9542425094393249,0
Teleostei,Labeo,rohita,Rohu,24.75,10.0,acceptable,wild,AnAge,AnAge,Labeo rohita,1.3935752032695876,1.0,0
Teleostei,Labeobarbus,aeneus,Smallmouth yellowfish,4.310350000000001,12.0,acceptable,wild,AnAge,AnAge,Labeobarbus aeneus,0.634512536262166,1.0791812460476249,0
Teleostei,Leuciscus,cephalus,European chub,4.4,22.0,acceptable,wild,AnAge,AnAge,Leuciscus cephalus,0.6434526764861874,1.3424226808222062,0
Teleostei,Abramis,brama,Bream,3.3055,23.0,acceptable,wild,AnAge,AnAge,Abramis brama,0.5192371614969833,1.3617278360175928,0
Teleostei,Chondrostoma,nasus,Sneep,0.825,15.0,acceptable,wild,AnAge,AnAge,Chondrostoma nasus,-0.08354605145007495,1.1760912590556813,-2
Teleostei,Leuciscus,idus,Ide,2.2,29.8,acceptable,captivity,AnAge,AnAge,Leuciscus idus,0.3424226808222063,1.4742162640762553,0
Teleostei,Leuciscus,leuciscus,Common dace,0.55,16.0,acceptable,wild,AnAge,AnAge,Leuciscus leuciscus,-0.2596373105057561,1.2041199826559248,-2
Teleostei,Oreoleuciscus,humilis,Dwarf altai osman,0.01375,15.0,acceptable,wild,AnAge,AnAge,Oreoleuciscus humilis,-1.8616973018337186,1.1760912590556813,-2
Teleostei,Oreoleuciscus,potanini,Altai osman,5.5,40.0,acceptable,wild,AnAge,AnAge,Oreoleuciscus potanini,0.7403626894942439,1.6020599913279625,0
Teleostei,Pelecus,cultratus,Ziege,1.1,11.0,acceptable,wild,AnAge,AnAge,Pelecus cultratus,0.04139268515822507,1.041392685158225,0
Teleostei,Rutilus,frisii,Kutum,2.75,12.0,acceptable,wild,AnAge,AnAge,Rutilus frisii,0.43933269383026263,1.0791812460476249,0
Teleostei,Rutilus,rutilus,Roach,1.012,14.0,acceptable,wild,AnAge,AnAge,Rutilus rutilus,0.005180512503780314,1.146128035678238,0
Teleostei,Scardinius,erythrophthalmus,Pearl roach,1.15335,19.0,acceptable,wild,AnAge,AnAge,Scardinius erythrophthalmus,0.061961119959587724,1.2787536009528289,0
Teleostei,Megalops,atlanticus,Tarpon,88.55,55.0,acceptable,wild,AnAge,AnAge,Megalops atlanticus,1.9471885655260937,1.7403626894942439,0
Teleostei,Megalops,cyprinoides,Oxeye,9.9,44.0,acceptable,wild,AnAge,AnAge,Megalops cyprinoides,0.9956351945975499,1.6434526764861874,0
Teleostei,Esox,lucius,Northern pike,15.62,30.0,acceptable,wild,AnAge,AnAge,Esox lucius,1.1936810295412816,1.4771212547196624,0
Teleostei,Esox,masquinongy,Muskellunge,17.49,30.0,acceptable,wild,AnAge,AnAge,Esox masquinongy,1.2427898094786765,1.4771212547196624,0
Teleostei,Esox,niger,Chain pickerel,2.3375,9.0,acceptable,wild,AnAge,AnAge,Esox niger,0.3687516195445554,0.9542425094393249,0
Teleostei,Dallia,pectoralis,Alaska blackfish,0.2013,8.0,acceptable,wild,AnAge,AnAge,Dallia pectoralis,-0.6961562251113455,0.9030899869919435,-2
Teleostei,Brosme,brosme,Cusk,16.5,20.0,acceptable,wild,AnAge,AnAge,Brosme brosme,1.2174839442139063,1.3010299956639813,0
Teleostei,Eleginus,gracilis,Saffron cod,0.605,12.0,acceptable,wild,AnAge,AnAge,Eleginus gracilis,-0.21824462534753114,1.0791812460476249,-2
Teleostei,Gadus,chalcogrammus,Alaska pollock,0.77,15.0,acceptable,wild,AnAge,AnAge,Gadus chalcogrammus,-0.11350927482751812,1.1760912590556813,-2
Teleostei,Gadus,macrocephalus,Pacific cod,12.485,18.0,acceptable,wild,AnAge,AnAge,Gadus macrocephalus,1.0963885466873666,1.255272505103306,0
Teleostei,Gadus,morhua,Atlantic cod,52.8,25.0,acceptable,wild,AnAge,AnAge,Gadus morhua,1.722633922533812,1.3979400086720377,0
Teleostei,Lota,lota,Burbot,18.7,20.0,acceptable,wild,AnAge,AnAge,Lota lota,1.271841606536499,1.3010299956639813,0
Teleostei,Melanogrammus,aeglefinus,Haddock,9.24,20.0,acceptable,wild,AnAge,AnAge,Melanogrammus aeglefinus,0.9656719712201067,1.3010299956639813,0
Teleostei,Merlangius,merlangus,English whiting,1.7,20.0,acceptable,wild,AnAge,AnAge,Merlangius merlangus,0.2304489213782739,1.3010299956639813,0
Teleostei,Micromesistius,poutassou,Blue whiting,0.4565,20.0,acceptable,wild,AnAge,AnAge,Micromesistius poutassou,-0.34055921812968226,1.3010299956639813,-2
Teleostei,Molva,dypterygia,Blue ling,16.5,25.0,acceptable,wild,AnAge,AnAge,Molva dypterygia,1.2174839442139063,1.3979400086720377,0
Teleostei,Phycis,blennoides,Greater forkbeard,1.947,20.0,acceptable,wild,AnAge,AnAge,Phycis blennoides,0.2893659515200317,1.3010299956639813,0
Teleostei,Pollachius,pollachius,European pollock,9.955,8.0,acceptable,wild,AnAge,AnAge,Pollachius pollachius,0.9980412643634283,0.9030899869919435,0
Teleostei,Pollachius,virens,Pollock,17.6,25.0,acceptable,wild,AnAge,AnAge,Pollachius virens,1.24551266781415,1.3979400086720377,0
Teleostei,Urophycis,tenuis,Mud hake,11.55,23.0,acceptable,wild,AnAge,AnAge,Urophycis tenuis,1.0625819842281632,1.3617278360175928,0
Teleostei,Coryphaenoides,rupestris,Rock grenadier,0.9295,54.0,acceptable,wild,AnAge,AnAge,Coryphaenoides rupestris,-0.03175060589208262,1.7323937598229686,-2
Teleostei,Macruronus,novaezelandiae,Blue grenadier,0.825,25.0,acceptable,wild,AnAge,AnAge,Macruronus novaezelandiae,-0.08354605145007495,1.3979400086720377,-2
Teleostei,Merluccius,bilinearis,Silver hake,1.265,12.0,acceptable,wild,AnAge,AnAge,Merluccius bilinearis,0.10209052551183669,1.0791812460476249,0
Teleostei,Merluccius,merluccius,European hake,8.25,20.0,acceptable,wild,AnAge,AnAge,Merluccius merluccius,0.9164539485499251,1.3010299956639813,0
Teleostei,Merluccius,productus,North pacific hake,0.6545,15.0,acceptable,wild,AnAge,AnAge,Merluccius productus,-0.18409034911322542,1.1760912590556813,-2
Teleostei,Chanos,chanos,Milkfish,7.7,15.0,acceptable,wild,AnAge,AnAge,Chanos chanos,0.8864907251724818,1.1760912590556813,0
Teleostei,Lophius,americanus,Goosefish,12.43,30.0,acceptable,wild,AnAge,AnAge,Lophius americanus,1.0944711286416449,1.4771212547196624,0
Teleostei,Lophius,piscatorius,Anglerfish,31.735,24.0,acceptable,wild,AnAge,AnAge,Lophius piscatorius,1.5015385026499752,1.380211241711606,0
Teleostei,Aldrichetta,forsteri,Yellow-eye mullet,0.5225,7.0,acceptable,wild,AnAge,AnAge,Aldrichetta forsteri,-0.2819137052169084,0.8450980400142568,-2
Teleostei,Chelon,labrosus,Thicklipped mullet,2.475,25.0,acceptable,wild,AnAge,AnAge,Chelon labrosus,0.39357520326958756,1.3979400086720377,0
Teleostei,Liza,ramado,Thinlip mullet,1.595,10.0,acceptable,wild,AnAge,AnAge,Liza ramado,0.20276068739319994,1.0,0
Teleostei,Mugil,cephalus,Striped mullet,4.4,16.0,acceptable,wild,AnAge,AnAge,Mugil cephalus,0.6434526764861874,1.2041199826559248,0
Teleostei,Genypterus,blacodes,Australian rockling,13.75,30.0,acceptable,wild,AnAge,AnAge,Genypterus blacodes,1.1383026981662814,1.4771212547196624,0
Teleostei,Hiodon,alosoides,Goldeye,0.946,14.0,acceptable,wild,AnAge,AnAge,Hiodon alosoides,-0.02410886359820726,1.146128035678238,-2
Teleostei,Hiodon,tergisus,Mooneye,0.49885,10.0,acceptable,wild,AnAge,AnAge,Hiodon tergisus,-0.3020300234456609,1.0,-2
Teleostei,Mormyrus,rume,Mormyrids,2.915,6.0,acceptable,wild,AnAge,AnAge,Mormyrus rume,0.46463855909503293,0.7781512503836436,0
Teleostei,Pollimyrus,isidori,Mormyrid,0.004,29.0,acceptable,wild,AnAge,AnAge,Pollimyrus isidori,-2.3979400086720375,1.462397997898956,-4
Teleostei,Osteoglossum,bicirrhosum,Arawana,2.53,6.5,acceptable,wild,AnAge,AnAge,Osteoglossum bicirrhosum,0.40312052117581787,0.8129133566428556,0
Teleostei,Ctenopoma,kingsleyae,Miss Kingsley's climbing perch,0.06875,8.7,acceptable,captivity,AnAge,AnAge,Ctenopoma kingsleyae,-1.1627272974976997,0.9395192526186185,-2
Teleostei,Arripis,georgianus,Australian ruff,0.44,7.0,acceptable,wild,AnAge,AnAge,Arripis georgianus,-0.3565473235138126,0.8450980400142568,-2
Teleostei,Arripis,trutta,Australian salmon,5.17,26.0,acceptable,wild,AnAge,AnAge,Arripis trutta,0.7134905430939424,1.414973347970818,0
Teleostei,Arripis,truttacea,Western Australian salmon,5.775,9.0,acceptable,wild,AnAge,AnAge,Arripis truttacea,0.7615519885641819,0.9542425094393249,0
Teleostei,Brama,brama,Atlantic pomfret,3.3,9.0,acceptable,wild,AnAge,AnAge,Brama brama,0.5185139398778874,0.9542425094393249,0
Teleostei,Taractichthys,steindachneri,Sickle pomfret,6.05,8.0,acceptable,wild,AnAge,AnAge,Taractichthys steindachneri,0.7817553746524689,0.9030899869919435,0
Teleostei,Caranx,crysos,Blue runner,2.7775,11.0,acceptable,wild,AnAge,AnAge,Caranx crysos,0.44365406761290516,1.041392685158225,0
Teleostei,Pseudocaranx,dentex,White trevally,9.955,49.0,acceptable,wild,AnAge,AnAge,Pseudocaranx dentex,0.9980412643634283,1.6901960800285136,0
Teleostei,Ambloplites,rupestris,Rock bass,0.824,18.0,acceptable,unknown,AnAge,AnAge,Ambloplites rupestris,-0.08407278830288423,1.255272505103306,-2
Teleostei,Archoplites,interruptus,Sacramento perch,0.792,6.0,acceptable,wild,AnAge,AnAge,Archoplites interruptus,-0.10127481841050646,0.7781512503836436,-2
Teleostei,Centrarchus,macropterus,Flier,0.308,5.0,acceptable,wild,AnAge,AnAge,Centrarchus macropterus,-0.5114492834995558,0.6989700043360189,-2
Teleostei,Lepomis,auritus,Redbreast sunfish,0.46725,8.0,acceptable,wild,AnAge,AnAge,Lepomis auritus,-0.33045068994913035,0.9030899869919435,-2
Teleostei,Lepomis,cyanellus,Green sunfish,0.529,9.0,acceptable,wild,AnAge,AnAge,Lepomis cyanellus,-0.2765443279648142,0.9542425094393249,-2
Teleostei,Lepomis,macrochirus,Bluegill,1.18125,10.0,acceptable,wild,AnAge,AnAge,Lepomis macrochirus,0.07234182151731933,1.0,0
Teleostei,Lepomis,megalotis,Longear sunfish,0.4345,6.0,acceptable,wild,AnAge,AnAge,Lepomis megalotis,-0.36201021921531473,0.7781512503836436,-2
Teleostei,Lepomis,microlophus,Redear sunfish,0.121,7.0,acceptable,wild,AnAge,AnAge,Lepomis microlophus,-0.9172146296835499,0.8450980400142568,-2
Teleostei,Micropterus,dolomieu,Smallmouth bass,2.9755,26.0,acceptable,wild,AnAge,AnAge,Micropterus dolomieu,0.47355995460081324,1.414973347970818,0
Teleostei,Micropterus,punctulatus,Spotted bass,2.557,7.0,acceptable,wild,AnAge,AnAge,Micropterus punctulatus,0.4077307280263355,0.8450980400142568,0
Teleostei,Micropterus,salmoides,Largemouth bass,5.5275,23.0,acceptable,wild,AnAge,AnAge,Micropterus salmoides,0.7425287512507515,1.3617278360175928,0
Teleostei,Pomoxis,annularis,White crappie,1.2925,10.0,acceptable,wild,AnAge,AnAge,Pomoxis annularis,0.1114305517659801,1.0,0
Teleostei,Pomoxis,nigromaculatus,Black crappie,1.496,15.0,acceptable,wild,AnAge,AnAge,Pomoxis nigromaculatus,0.17493159352844254,1.1760912590556813,0
Teleostei,Hyperoglyphe,antarctica,Antarctic butterfish,33.0,15.0,acceptable,wild,AnAge,AnAge,Hyperoglyphe antarctica,1.5185139398778875,1.1760912590556813,0
Teleostei,Seriolella,brama,Whario,2.2,15.0,acceptable,wild,AnAge,AnAge,Seriolella brama,0.3424226808222063,1.1760912590556813,0
Teleostei,Centropomus,undecimalis,Common snook,13.365,7.0,acceptable,wild,AnAge,AnAge,Centropomus undecimalis,1.125968963092556,0.8450980400142568,0
Teleostei,Lates,niloticus,Snook,110.0,7.8,acceptable,wild,AnAge,AnAge,Lates niloticus,2.041392685158225,0.8920946026904804,2
Teleostei,Oreochromis,andersonii,Three spotted tilapia,2.5905,13.0,acceptable,wild,AnAge,AnAge,Oreochromis andersonii,0.41338359662314006,1.1139433523068367,0
Teleostei,Oreochromis,mossambicus,Mozambique mouth-breeder,0.6215,11.0,acceptable,wild,AnAge,AnAge,Oreochromis mossambicus,-0.2065588670223364,1.041392685158225,-2
Teleostei,Oreochromis,niloticus,Nile tilapia,2.4,9.0,acceptable,wild,AnAge,AnAge,Oreochromis niloticus,0.38021124171160603,0.9542425094393249,0
Teleostei,Sargochromis,codringtonii,Green happy,1.2155,7.0,acceptable,wild,AnAge,AnAge,Sargochromis codringtonii,0.08475496317935455,0.8450980400142568,0
Teleostei,Sargochromis,giardi,Pink happy,1.595,7.0,acceptable,wild,AnAge,AnAge,Sargochromis giardi,0.20276068739319994,0.8450980400142568,0
Teleostei,Serranochromis,angusticeps,Thinface cichlid,1.375,9.0,acceptable,wild,AnAge,AnAge,Serranochromis angusticeps,0.13830269816628143,0.9542425094393249,0
Teleostei,Serranochromis,carlottae,Rainbow happy,0.55,6.0,acceptable,wild,AnAge,AnAge,Serranochromis carlottae,-0.2596373105057561,0.7781512503836436,-2
Teleostei,Serranochromis,macrocephalus,Purpleface largemouth,0.825,6.0,acceptable,wild,AnAge,AnAge,Serranochromis macrocephalus,-0.08354605145007495,0.7781512503836436,-2
Teleostei,Tilapia,rendalli,Redbreast tilapia,1.375,7.0,acceptable,wild,AnAge,AnAge,Tilapia rendalli,0.13830269816628143,0.8450980400142568,0
Teleostei,Tilapia,zillii,Redbelly tilapia,0.165,7.0,acceptable,wild,AnAge,AnAge,Tilapia zillii,-0.7825160557860937,0.8450980400142568,-2
Teleostei,Coryphaena,hippurus,Common dolphinfish,22.0,4.0,acceptable,wild,AnAge,AnAge,Coryphaena hippurus,1.3424226808222062,0.6020599913279624,0
Teleostei,Amphistichus,argenteus,Barred surfperch,1.1,9.0,acceptable,wild,AnAge,AnAge,Amphistichus argenteus,0.04139268515822507,0.9542425094393249,0
Teleostei,Embiotoca,jacksoni,Black perch,0.385,10.0,acceptable,wild,AnAge,AnAge,Embiotoca jacksoni,-0.4145392704914993,1.0,-2
Teleostei,Rexea,solandri,Silver gemfish,8.8,16.0,acceptable,wild,AnAge,AnAge,Rexea solandri,0.9444826721501687,1.2041199826559248,0
Teleostei,Thyrsites,atun,Atun,3.3,10.0,acceptable,wild,AnAge,AnAge,Thyrsites atun,0.5185139398778874,1.0,0
Teleostei,Haemulon,sciurus,Bluestriped grunt,0.4125,12.0,acceptable,wild,AnAge,AnAge,Haemulon sciurus,-0.38457604711405613,1.0791812460476249,-2
Teleostei,Orthopristis,chrysoptera,Pigfish,0.5,4.0,acceptable,wild,AnAge,AnAge,Orthopristis chrysoptera,-0.3010299956639812,0.6020599913279624,-2
