HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Adult_weight_g,Adult_weight_g,Mass_kg,Max_longevity_yr,Max_longevity_yr,log10M,log10T,Specimen origin,Data quality,Source,Mass_source,Longevity_source,Backfill_note
01047,Animalia,Chordata,Aves,Passeriformes,Monarchidae,Chasiempis,sandwichensis,Elepaio,15,15.0,0.015,17.8,17.8,-1.8239087409443189,1.250420002308894,wild,acceptable,427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01048,Animalia,Chordata,Aves,Passeriformes,Monarchidae,Grallina,cyanoleuca,Magpielark,79.9,79.9,0.0799,12.1,12.1,-1.0974532206860086,1.08278537031645,wild,acceptable,1305,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01049,Animalia,Chordata,Aves,Passeriformes,Monarchidae,Monarcha,melanopsis,Black-faced monarch,23,23.0,0.023,5.2,5.2,-1.6382721639824072,0.7160033436347992,wild,acceptable,1305,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01050,Animalia,Chordata,Aves,Passeriformes,Monarchidae,Myiagra,alecto,Shining flycatcher,24.6,24.6,0.0246,5.2,5.2,-1.609064892896621,0.7160033436347992,wild,acceptable,1305,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01051,Animalia,Chordata,Aves,Passeriformes,Monarchidae,Myiagra,rubecula,Leaden flycatcher,12.65,12.65,0.01265,6.2,6.2,-1.8979094744881633,0.7923916894982539,wild,acceptable,1305,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01052,Animalia,Chordata,Aves,Passeriformes,Monarchidae,Myiagra,ruficollis,Broad-billed flycatcher,10.225,10.225,0.010225,8.6,8.6,-1.9903366833206206,0.9344984512435677,wild,acceptable,1305,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01053,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,cervinus,Red-throated pipit,20.9,20.9,0.0209,4.5,4.5,-1.679853713888946,0.6532125137753437,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01054,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,petrosus,Rock pipit,22.4,22.4,0.0224,10.9,10.9,-1.6497519816658373,1.0374264979406236,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01055,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,pratensis,Meadow pipit,18.4,18.4,0.0184,13.1,13.1,-1.7351821769904636,1.1172712956557642,wild,acceptable,0450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01056,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,rubescens,American pipit,20.8,20.8,0.0208,5.1,5.1,-1.6819366650372385,0.7075701760979364,wild,acceptable,578,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01057,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,spinoletta,Water pipit,21.2,21.2,0.0212,8.8,8.8,-1.6736641390712486,0.9444826721501687,wild,acceptable,444,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01058,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,trivialis,Tree pipit,23.4,23.4,0.023399999999999997,8.8,8.8,-1.6307841425898573,0.9444826721501687,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01059,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,alba,White wagtail,24.1,24.1,0.0241,13.7,13.7,-1.6179829574251317,1.1367205671564067,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01060,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,cinerea,Grey wagtail,17.2,17.2,0.0172,8,8.0,-1.764471553092451,0.9030899869919435,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01061,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,flava,Yellow wagtail,17.7,17.7,0.0177,8.8,8.8,-1.7520267336381934,0.9444826721501687,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01062,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Copsychus,malabaricus,White-rumped shama,29.35,29.35,0.02935,7,7.0,-1.5323918944163668,0.8450980400142568,wild,acceptable,445,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01063,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Erithacus,rubecula,European robin,17.3,17.3,0.0173,19.3,19.3,-1.7619538968712045,1.2855573090077739,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01064,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Erythropygia,galactotes,Rufous-tailed scrub-robin,20.3,20.3,0.020300000000000002,7,7.0,-1.692503962086787,0.8450980400142568,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01065,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula,albicollis,Collared flycatcher,12.7,12.7,0.0127,9.8,9.8,-1.8961962790440432,0.9912260756924949,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01066,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula,hypoleuca,European pied flycatcher,13.9,13.9,0.013900000000000001,15,15.0,-1.8569851997459048,1.1760912590556813,wild,acceptable,729,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01067,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Luscinia,luscinia,Thrush nightingale,23.8,23.8,0.0238,8.9,8.9,-1.623423042943488,0.9493900066449128,wild,acceptable,729,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01068,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Luscinia,megarhynchos,Common nightingale,19.7,19.7,0.0197,10.9,10.9,-1.705533773838407,1.0374264979406236,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01069,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Luscinia,svecica,Bluethroat,17.3,17.3,0.0173,11.4,11.4,-1.7619538968712045,1.0569048513364727,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01070,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Muscicapa,striata,Spotted flycatcher,15.9,15.9,0.0159,11.8,11.8,-1.7986028756795485,1.0718820073061255,captivity,acceptable,575,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01072,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Oenanthe,oenanthe,Northern wheatear,25,25.0,0.025,10.1,10.1,-1.6020599913279623,1.0043213737826426,unknown,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01073,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Phoenicurus,ochruros,Black redstart,16.5,16.5,0.0165,10.2,10.2,-1.7825160557860937,1.0086001717619175,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01074,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Phoenicurus,phoenicurus,Common redstart,14.6,14.6,0.0146,10.2,10.2,-1.8356471442155629,1.0086001717619175,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01075,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Saxicola,rubetra,Whinchat,16.6,16.6,0.0166,6.9,6.9,-1.779891911959945,0.8388490907372553,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01076,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Saxicola,torquatus,Common stonechat and stonechat,10.3,10.3,0.0103,8.8,8.8,-1.9871627752948278,0.9444826721501687,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01077,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Cinnyris,asiaticus,Purple sunbird,8.1,8.1,0.0081,22,22.0,-2.0915149811213505,1.3424226808222062,captivity,acceptable,575,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01078,Animalia,Chordata,Aves,Passeriformes,Neosittidae,Daphoenositta,chrysoptera,Varied sittella,11.7,11.7,0.011699999999999999,6.9,6.9,-1.9318141382538383,0.8388490907372553,wild,acceptable,1305,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01079,Animalia,Chordata,Aves,Passeriformes,Nesospingidae,Nesospingus,speculiferus,Puerto Rican tanager,35.2,35.2,0.0352,4,4.0,-1.453457336521869,0.6020599913279624,wild,acceptable,427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01080,Animalia,Chordata,Aves,Passeriformes,Oreoicidae,Oreoica,gutturalis,Crested bellbird,63.125,63.125,0.063125,5,5.0,-1.1997986088732822,0.6989700043360189,wild,acceptable,1305,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01081,Animalia,Chordata,Aves,Passeriformes,Oriolidae,Oriolus,chinensis,Black-naped oriole,82.6,82.6,0.08259999999999999,29,29.0,-1.0830199526796178,1.462397997898956,captivity,acceptable,"Sarah Shannon, pers. comm.",AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01082,Animalia,Chordata,Aves,Passeriformes,Oriolidae,Oriolus,oriolus,Eurasian golden-oriole,79,79.0,0.079,14.8,14.8,-1.1023729087095586,1.1702617153949575,wild,acceptable,729,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01084,Animalia,Chordata,Aves,Passeriformes,Oriolidae,Oriolus,xanthornus,Black-hooded oriole,56.3,56.3,0.056299999999999996,15.5,15.5,-1.2494916051486538,1.1903316981702914,captivity,acceptable,575,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01085,Animalia,Chordata,Aves,Passeriformes,Oriolidae,Sphecotheres,viridis,Green figbird (hang-nest),121.5,121.5,0.1215,18,18.0,-0.915423722065669,1.255272505103306,captivity,acceptable,575,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01086,Animalia,Chordata,Aves,Passeriformes,Orthonychidae,Orthonyx,spaldingii,Chowchilla,145.1,145.1,0.1451,16.5,16.5,-0.838332587562264,1.2174839442139063,wild,acceptable,1305,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01089,Animalia,Chordata,Aves,Passeriformes,Pachycephalidae,Colluricincla,harmonica,Grey shrikethrush,67.625,67.625,0.067625,14.8,14.8,-1.169892721885374,1.1702617153949575,wild,acceptable,1305,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01090,Animalia,Chordata,Aves,Passeriformes,Pachycephalidae,Colluricincla,megarhyncha,Little shrikethrush,34.05,34.05,0.03405,19.3,19.3,-1.4678828837511961,1.2855573090077739,wild,acceptable,1305,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01091,Animalia,Chordata,Aves,Passeriformes,Pachycephalidae,Falcunculus,frontatus,Crested shriketit,28.1,28.1,0.0281,11.9,11.9,-1.5512936800949202,1.0755469613925308,wild,acceptable,1305,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01092,Animalia,Chordata,Aves,Passeriformes,Pachycephalidae,Pachycephala,inornata,Gilbert's whistler,30.75,30.75,0.03075,11,11.0,-1.5121548798885645,1.041392685158225,wild,acceptable,1305,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01093,Animalia,Chordata,Aves,Passeriformes,Pachycephalidae,Pachycephala,lanioides,White-breasted whistler,39.5,39.5,0.0395,15.7,15.7,-1.4034029043735399,1.1958996524092338,wild,acceptable,1305,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01095,Animalia,Chordata,Aves,Passeriformes,Pachycephalidae,Pachycephala,olivacea,Olive whistler,41.2,41.2,0.0412,7.8,7.8,-1.3851027839668655,0.8920946026904804,wild,acceptable,1305,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01096,Animalia,Chordata,Aves,Passeriformes,Pachycephalidae,Pachycephala,pectoralis,Australian golden whistler,32.7,32.7,0.0327,18,18.0,-1.485452247339714,1.255272505103306,wild,acceptable,1305,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01097,Animalia,Chordata,Aves,Passeriformes,Pachycephalidae,Pachycephala,rufiventris,Rufous whistler,23.125,23.125,0.023125,15.2,15.2,-1.6359182585889298,1.1818435879447726,wild,acceptable,1305,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01098,Animalia,Chordata,Aves,Passeriformes,Pachycephalidae,Pachycephala,simplex,Grey whistler,17.5,17.5,0.0175,9.7,9.7,-1.7569619513137056,0.9867717342662448,wild,acceptable,1305,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01099,Animalia,Chordata,Aves,Passeriformes,Panuridae,Panurus,biarmicus,Bearded parrotbill,13.8,13.8,0.013800000000000002,7.1,7.1,-1.8601209135987635,0.8512583487190752,wild,acceptable,553,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01100,Animalia,Chordata,Aves,Passeriformes,Paradisaeidae,Paradisaea,apoda,Greater bird-of-paradise,172,172.0,0.172,12.1,12.1,-0.7644715530924511,1.08278537031645,captivity,acceptable,575,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01101,Animalia,Chordata,Aves,Passeriformes,Paradisaeidae,Ptiloris,magnificus,Magnificent riflebird,161,161.0,0.161,12,12.0,-0.7931741239681502,1.0791812460476249,wild,acceptable,1305,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01102,Animalia,Chordata,Aves,Passeriformes,Paradisaeidae,Ptiloris,victoriae,Victoria's riflebird,86.5,86.5,0.0865,8.9,8.9,-1.0629838925351858,0.9493900066449128,wild,acceptable,1305,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01103,Animalia,Chordata,Aves,Passeriformes,Pardalotidae,Pardalotus,punctatus,Spotted pardalote,8.875,8.875,0.008875,4,4.0,-2.0518316382728683,0.6020599913279624,wild,acceptable,1305,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01104,Animalia,Chordata,Aves,Passeriformes,Pardalotidae,Pardalotus,quadragintus,Forty-spotted pardalote,10.7,10.7,0.0107,3.5,3.5,-1.9706162223147903,0.5440680443502757,wild,acceptable,1305,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01105,Animalia,Chordata,Aves,Passeriformes,Pardalotidae,Pardalotus,striatus,Striated pardalote,11.775,11.775,0.011775,6,6.0,-1.9290390841990661,0.7781512503836436,wild,acceptable,1305,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01106,Animalia,Chordata,Aves,Passeriformes,Paridae,Baeolophus,bicolor,Tufted titmouse,21,21.0,0.021,13.3,13.3,-1.6777807052660807,1.1238516409670858,wild,acceptable,579,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01107,Animalia,Chordata,Aves,Passeriformes,Paridae,Baeolophus,inornatus,"Plain titmouse, or Oak titmouse",15.9,15.9,0.0159,9,9.0,-1.7986028756795485,0.9542425094393249,wild,acceptable,427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01108,Animalia,Chordata,Aves,Passeriformes,Paridae,Baeolophus,wollweberi,Bridled titmouse,10.4,10.4,0.0104,6.6,6.6,-1.9829666607012197,0.8195439355418687,wild,acceptable,579,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01109,Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,caeruleus,Blue tit,10.3,10.3,0.0103,14.6,14.6,-1.9871627752948278,1.1643528557844371,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01110,Animalia,Chordata,Aves,Passeriformes,Paridae,Lophophanes,cristatus,Crested tit,11.1,11.1,0.0111,11.6,11.6,-1.9546770212133424,1.0644579892269186,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01111,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,major,Great tit,17.9,17.9,0.0179,15.4,15.4,-1.747146969020107,1.187520720836463,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01112,Animalia,Chordata,Aves,Passeriformes,Paridae,Periparus,ater,Coal tit,9.2,9.2,0.0092,9.5,9.5,-2.036212172654445,0.9777236052888477,wild,acceptable,729,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01113,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,atricapillus,Black-capped chickadee,10.4,10.4,0.0104,12.4,12.4,-1.9829666607012197,1.0934216851622351,wild,acceptable,579,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01114,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,carolinensis,Carolina chickadee,10.25,10.25,0.01025,10.9,10.9,-1.9892761346082268,1.0374264979406236,wild,acceptable,579,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01115,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,cinctus,"Siberian tit, or Gray-headed chickadee",12.5,12.5,0.0125,9,9.0,-1.9030899869919435,0.9542425094393249,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01116,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,gambeli,Mountain chickadee,11.5,11.5,0.0115,10.1,10.1,-1.9393021596463882,1.0043213737826426,wild,acceptable,579,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01117,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,hudsonicus,Boreal chickadee,10,10.0,0.01,7,7.0,-2.0,0.8450980400142568,wild,acceptable,427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01118,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,montanus,Willow tit,11.1,11.1,0.0111,11.3,11.3,-1.9546770212133424,1.0530784434834197,wild,acceptable,450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01119,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,palustris,Marsh tit,11.2,11.2,0.0112,13.2,13.2,-1.9507819773298183,1.1205739312058498,wild,acceptable,0450,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01120,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,rufescens,Chestnut-backed chickadee,9.8,9.8,0.009800000000000001,9.5,9.5,-2.008773924307505,0.9777236052888477,wild,acceptable,427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01121,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,sclateri,Mexican chickadee,11,11.0,0.011,10.1,10.1,-1.958607314841775,1.0043213737826426,wild,acceptable,427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01122,Animalia,Chordata,Aves,Passeriformes,Parulidae,Cardellina,canadensis,Canada warbler,10,10.0,0.01,8,8.0,-2.0,0.9030899869919435,wild,acceptable,577,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01123,Animalia,Chordata,Aves,Passeriformes,Parulidae,Cardellina,pusilla,Wilson's warbler,7,7.0,0.007,8.9,8.9,-2.154901959985743,0.9493900066449128,wild,acceptable,427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01124,Animalia,Chordata,Aves,Passeriformes,Parulidae,Cardellina,rubrifrons,Red-faced warbler,9.8,9.8,0.009800000000000001,3,3.0,-2.008773924307505,0.47712125471966244,wild,acceptable,1,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01125,Animalia,Chordata,Aves,Passeriformes,Parulidae,Geothlypis,formosa,Kentucky warbler,14,14.0,0.014,6.9,6.9,-1.853871964321762,0.8388490907372553,wild,acceptable,427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01126,Animalia,Chordata,Aves,Passeriformes,Parulidae,Geothlypis,philadelphia,Mourning warbler,10,10.0,0.01,7.9,7.9,-2.0,0.8976270912904414,wild,acceptable,578,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01127,Animalia,Chordata,Aves,Passeriformes,Parulidae,Geothlypis,tolmiei,Macgillivray's warbler,10.4,10.4,0.0104,9,9.0,-1.9829666607012197,0.9542425094393249,wild,acceptable,0427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01128,Animalia,Chordata,Aves,Passeriformes,Parulidae,Geothlypis,trichas,Common yellowthroat,9.5,9.5,0.0095,11.5,11.5,-2.0222763947111524,1.0606978403536118,wild,acceptable,427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01129,Animalia,Chordata,Aves,Passeriformes,Parulidae,Helmitheros,vermivorum,Worm-eating warbler,12.5,12.5,0.0125,8.1,8.1,-1.9030899869919435,0.9084850188786497,wild,acceptable,427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01130,Animalia,Chordata,Aves,Passeriformes,Parulidae,Icteria,virens,Yellow-breasted chat,26,26.0,0.026,8.9,8.9,-1.585026652029182,0.9493900066449128,wild,acceptable,578,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01131,Animalia,Chordata,Aves,Passeriformes,Parulidae,Leiothlypis,celata,Orange-crowned warbler,9.2,9.2,0.0092,8.6,8.6,-2.036212172654445,0.9344984512435677,wild,acceptable,427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01132,Animalia,Chordata,Aves,Passeriformes,Parulidae,Leiothlypis,luciae,Lucy's warbler,6.6,6.6,0.0066,5.8,5.8,-2.1804560644581312,0.7634279935629373,wild,acceptable,577,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01133,Animalia,Chordata,Aves,Passeriformes,Parulidae,Leiothlypis,peregrina,Tennessee warbler,8.5,8.5,0.0085,6.4,6.4,-2.070581074285707,0.8061799739838872,wild,acceptable,578,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01134,Animalia,Chordata,Aves,Passeriformes,Parulidae,Leiothlypis,ruficapilla,Nashville warbler,7.5,7.5,0.0075,10.2,10.2,-2.1249387366083,1.0086001717619175,wild,acceptable,427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01135,Animalia,Chordata,Aves,Passeriformes,Parulidae,Leiothlypis,virginiae,Virginia's warbler,8.2,8.2,0.008199999999999999,6.2,6.2,-2.0861861476162833,0.7923916894982539,wild,acceptable,0427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01136,Animalia,Chordata,Aves,Passeriformes,Parulidae,Limnothlypis,swainsonii,Swainson's warbler,13.5,13.5,0.0135,9.9,9.9,-1.869666231504994,0.9956351945975499,wild,acceptable,427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01137,Animalia,Chordata,Aves,Passeriformes,Parulidae,Mniotilta,varia,Black-and-white warbler,10.9,10.9,0.0109,12.2,12.2,-1.9625735020593764,1.0863598306747482,wild,acceptable,427,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
01138,Animalia,Chordata,Aves,Passeriformes,Parulidae,Myioborus,pictus,Painted redstart,9.75,9.75,0.00975,6.6,6.6,-2.010995384301463,0.8195439355418687,wild,acceptable,577,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
