bin,log10M_med,log10T_med,n
-10.0,-9.0,-0.7958800173440752,1
-8.0,-6.522878745280337,-0.5228787452803376,1
-6.0,-4.4800408192479315,-0.3098039199714863,3
-4.0,-2.1307682802690238,0.9420009623843936,172
-2.0,-0.9884295564027218,1.0969100130080565,1743
0.0,0.6450281627718816,1.3424226808222062,1138
2.0,2.3010299956639813,1.5185059637078577,146
4.0,4.45484486000851,1.8864907251724818,12
