bin,log10M_med,log10T_med,n
-10.0,-9.0,-0.7958800173440752,1
-8.0,-6.522878745280337,-0.5228787452803376,1
-6.0,-4.4800408192479315,-0.3098039199714863,3
-4.0,-2.1307682802690238,0.9493900066449128,165
-2.0,-0.9842755690703082,1.100370545117563,1686
0.0,0.6517333966103818,1.3443922736851108,1117
2.0,2.3010299956639813,1.5185059637078577,144
4.0,4.45484486000851,1.8864907251724818,12
