Class,Genus,Species,Common name,Mass_kg,Max_longevity_yr,log10M,log10T
Aves,Corvus,hawaiiensis,Hawaiian crow,0.52,25.0,-0.2839966563652008,1.3979400086720377
Aves,Corvus,mellori,Little raven,0.53675,19.8,-0.27022794689171376,1.2966651902615312
Aves,Corvus,ossifragus,Fish crow,0.418,14.5,-0.37882371822496486,1.1613680022349748
Aves,Cyanocitta,cristata,Blue jay,0.0808,26.2,-1.0925886392254138,1.4183012913197455
Aves,Cyanocitta,stelleri,Steller's jay,0.0991,16.1,-1.0039263455147247,1.2068258760318498
Aves,Cyanocorax,caeruleus,Azure jay,0.272,36.0,-0.5654310959658013,1.5563025007672873
Aves,Garrulus,glandarius,Eurasian jay,0.15969999999999998,17.9,-0.7966950838615171,1.252853030979893
Aves,Gymnorhinus,cyanocephalus,Pinyon jay,0.105,14.6,-0.978810700930062,1.1643528557844371
Aves,Nucifraga,caryocatactes,Spotted nutcracker,0.183,19.9,-0.7375489102695705,1.2988530764097066
Aves,Nucifraga,columbiana,Clark's nutcracker,0.13,17.4,-0.8860566476931632,1.2405492482825997
Aves,Perisoreus,canadensis,Gray jay,0.0703,19.2,-1.1530446749801762,1.2833012287035497
Aves,Perisoreus,infaustus,Siberian jay,0.0844,17.9,-1.0736575533743449,1.252853030979893
Aves,Pica,hudsonia,Black-billed magpie,0.177,20.0,-0.7520267336381934,1.3010299956639813
Aves,Pica,nuttalli,Yellow-billed magpie,0.159,10.0,-0.7986028756795485,1.0
Aves,Pica,pica,Eurasian magpie,0.178,21.7,-0.7495799976911061,1.3364597338485296
Aves,Pyrrhocorax,graculus,Alpine chough,0.2115,24.4,-0.6746896282889389,1.3873898263387294
Aves,Pyrrhocorax,pyrrhocorax,Red-billed chough,0.2778,20.3,-0.5562677585984033,1.307496037913213
Aves,Rupicola,rupicola,Guianan cock-of-the-rock,0.195,7.0,-0.7099653886374819,0.8450980400142568
Aves,Cracticus,nigrogularis,Pied butcherbird,0.12665,22.2,-0.8973948058734331,1.3463529744506386
Aves,Cracticus,torquatus,Grey butcherbird,0.080675,20.2,-1.0932610259240574,1.3053513694466237
Aves,Strepera,fuliginosa,Black currawong,0.343,24.0,-0.46470587995722945,1.380211241711606
Aves,Strepera,graculina,Pied currawong,0.2835,24.2,-0.5474469367710747,1.3838153659804313
Aves,Strepera,versicolor,Grey currawong,0.4,19.6,-0.3979400086720376,1.2922560713564761
Aves,Dasyornis,brachypterus,Eastern bristlebird,0.0415,4.8,-1.3819519032879073,0.6812412373755872
Aves,Dicaeum,hirundinaceum,Mistletoebird,0.0088,9.7,-2.0555173278498313,0.9867717342662448
Aves,Dicrurus,bracteatus,Spangled drongo,0.08225,7.9,-1.084864093377988,0.8976270912904414
Aves,Ammodramus,caudacutus,Saltmarsh sharp-tailed sparrow,0.0165,10.0,-1.7825160557860937,1.0
Aves,Ammodramus,henslowii,Henslow's sparrow,0.0125,6.5,-1.9030899869919435,0.8129133566428556
Aves,Ammodramus,leconteii,Le Conte's sparrow,0.0134,4.1,-1.8728952016351923,0.6127838567197355
Aves,Ammodramus,maritimus,Seaside sparrow,0.02,9.0,-1.6989700043360187,0.9542425094393249
Aves,Ammodramus,nelsoni,Nelson's sharp-tailed sparrow,0.0152,7.1,-1.8181564120552274,0.8512583487190752
Aves,Emberiza,aureola,Yellow-breasted bunting,0.019600000000000003,7.0,-1.7077439286435239,0.8450980400142568
Aves,Emberiza,calandra,Corn bunting,0.048799999999999996,10.6,-1.3115801779972893,1.0253058652647702
Aves,Emberiza,cirlus,Cirl bunting,0.0256,6.1,-1.5917600346881504,0.785329835010767
Aves,Emberiza,citrinella,Yellowhammer,0.0297,13.2,-1.5272435506827877,1.1205739312058498
Aves,Emberiza,hortulana,Ortolan bunting,0.019899999999999998,6.8,-1.7011469235902934,0.8325089127062363
Aves,Emberiza,melanocephala,Black-headed bunting,0.028399999999999998,11.0,-1.5466816599529623,1.041392685158225
Aves,Emberiza,schoeniclus,Reed bunting,0.0184,12.2,-1.7351821769904636,1.0863598306747482
Aves,Erythrura,gouldiae,Gouldian finch,0.012,6.0,-1.9208187539523751,0.7781512503836436
Aves,Lonchura,striata,White-rumped munia,0.0123,10.0,-1.9100948885606022,1.0
Aves,Neochmia,phaeton,Crimson finch,0.009699999999999999,5.8,-2.0132282657337552,0.7634279935629373
Aves,Neochmia,ruficauda,Star finch,0.0106,3.4,-1.9746941347352298,0.5314789170422551
Aves,Neochmia,temporalis,Red-browed finch,0.01145,23.4,-1.941194513324093,1.3692158574101427
Aves,Poephila,acuticauda,Long-tailed finch,0.014,6.0,-1.853871964321762,0.7781512503836436
Aves,Poephila,personata,Masked finch,0.013375,6.9,-1.873706209306734,0.8388490907372553
Aves,Stagonopleura,bella,Beautiful firetail,0.014,4.5,-1.853871964321762,0.6532125137753437
Aves,Stagonopleura,guttata,Diamond firetail,0.0176,5.4,-1.75448733218585,0.7323937598229685
Aves,Stagonopleura,oculata,Red-eared firetail,0.013,5.2,-1.8860566476931633,0.7160033436347992
Aves,Taeniopygia,bichenovii,Double-barred finch,0.0095,5.4,-2.0222763947111524,0.7323937598229685
Aves,Taeniopygia,guttata,Zebra finch,0.012,12.0,-1.9208187539523751,1.0791812460476249
Aves,Acanthis,flammea,Common redpoll,0.014199999999999999,12.2,-1.8477116556169435,1.0863598306747482
Aves,Acanthis,hornemanni,Hoary redpoll,0.01925,6.8,-1.7155692661554804,0.8325089127062363
Aves,Carduelis,carduelis,European goldfinch,0.016,27.0,-1.7958800173440752,1.4313637641589874
Aves,Carpodacus,erythrinus,Common rosefinch,0.024,9.0,-1.6197887582883939,0.9542425094393249
Aves,Chloris,chloris,European greenfinch,0.026,13.6,-1.585026652029182,1.1335389083702174
Aves,Chlorodrepanis,stejnegeri,Kauai amakihi,0.016649999999999998,9.0,-1.7785857621576615,0.9542425094393249
Aves,Chlorodrepanis,virens,Hawaii amakihi,0.013349999999999999,12.0,-1.874518734299406,1.0791812460476249
Aves,Coccothraustes,coccothraustes,Hawfinch,0.056600000000000004,12.6,-1.2471835688117285,1.100370545117563
Aves,Fringilla,coelebs,Chaffinch,0.0207,29.0,-1.6840296545430822,1.462397997898956
Aves,Fringilla,montifringilla,Brambling,0.0232,14.8,-1.6345120151091004,1.1702617153949575
Aves,Haemorhous,cassinii,Cassin's finch,0.0275,7.0,-1.5606673061697374,0.8450980400142568
Aves,Haemorhous,mexicanus,House finch,0.0214,11.6,-1.6695862266508092,1.0644579892269186
Aves,Haemorhous,purpureus,Purple finch,0.02542,14.0,-1.5948244537820107,1.146128035678238
Aves,Hemignathus,wilsoni,Akiapolaau,0.028,13.0,-1.5528419686577808,1.1139433523068367
Aves,Hesperiphona,vespertina,Evening grosbeak,0.0549,17.0,-1.260427655549908,1.2304489213782739
Aves,Himatione,sanguinea,Apapane,0.0134,11.0,-1.8728952016351923,1.041392685158225
Aves,Leucosticte,atrata,Black rosy-finch,0.024,8.6,-1.6197887582883939,0.9344984512435677
Aves,Leucosticte,australis,Brown-capped rosy finch,0.026600000000000002,5.9,-1.575118363368933,0.7708520116421442
Aves,Leucosticte,tephrocotis,Gray-crowned rosy-finch,0.0357,6.6,-1.4473317838878068,0.8195439355418687
Aves,Linaria,cannabina,Eurasian linnet,0.0195,9.4,-1.709965388637482,0.9731278535996987
Aves,Linaria,flavirostris,Twite,0.0154,6.1,-1.812479279163537,0.785329835010767
Aves,Loxia,curvirostra,Red crossbill,0.0395,16.1,-1.4034029043735399,1.2068258760318498
Aves,Loxia,leucoptera,White-winged crossbill,0.0289,4.0,-1.5391021572434522,0.6020599913279624
Aves,Loxioides,bailleui,Palila,0.03785,13.0,-1.4219341161639085,1.1139433523068367
Aves,Loxops,coccineus,Akepa,0.0104,10.0,-1.9829666607012197,1.0
Aves,Magumma,parva,Anianiau,0.01,9.5,-2.0,0.9777236052888477
Aves,Melamprosops,phaeosoma,Poo-uli,0.0255,9.2,-1.5934598195660448,0.9637878273455552
Aves,Palmeria,dolei,"Akohekohe, or Crested honeycreeper",0.026199999999999998,9.2,-1.5816987086802545,0.9637878273455552
Aves,Pinicola,enucleator,Pine grosbeak,0.0653,9.8,-1.1850868187249262,0.9912260756924949
Aves,Pyrrhula,pyrrhula,Eurasian bullfinch,0.024399999999999998,17.5,-1.6126101736612706,1.2430380486862944
Aves,Serinus,canaria,House canary,0.024300000000000002,24.0,-1.6143937264016879,1.380211241711606
Aves,Spinus,pinus,Pine siskin,0.0127,11.0,-1.8961962790440432,1.041392685158225
Aves,Spinus,psaltria,Lesser goldfinch,0.00923,5.7,-2.034798298974088,0.7558748556724915
Aves,Spinus,spinus,Eurasian siskin,0.0132,13.5,-1.8794260687941502,1.130333768495006
Aves,Spinus,tristis,American goldfinch,0.0128,13.0,-1.8927900303521317,1.1139433523068367
Aves,Telespiza,cantans,Laysan finch,0.033299999999999996,12.0,-1.4775557664936803,1.0791812460476249
Aves,Telespiza,ultima,Nihoa finch,0.0245,12.0,-1.6108339156354674,1.0791812460476249
Aves,Vestiaria,coccinea,Iiwi,0.0183,8.8,-1.7375489102695705,0.9444826721501687
Aves,Dendrocincla,anabatina,Tawny-winged woodcreeper,0.0344,11.0,-1.4634415574284698,1.041392685158225
Aves,Thripadectes,melanorhynchus,Black-billed treehunter,0.0443,10.0,-1.3535962737769305,1.0
Aves,Cecropis,daurica,Red-rumped swallow,0.0222,9.0,-1.6536470255493614,0.9542425094393249
Aves,Delichon,urbicum,Common house-martin and northern house-martin,0.0145,15.0,-1.8386319977650252,1.1760912590556813
Aves,Hirundo,neoxena,Welcome swallow,0.015,11.5,-1.8239087409443189,1.0606978403536118
Aves,Hirundo,rustica,Barn swallow,0.0183,16.0,-1.7375489102695705,1.2041199826559248
Aves,Petrochelidon,ariel,Fairy martin,0.011025,5.3,-1.957621401860124,0.724275869600789
Aves,Petrochelidon,fulva,Cave swallow,0.020149999999999998,12.2,-1.6957249495228717,1.0863598306747482
Aves,Petrochelidon,nigricans,Tree martin,0.0154,6.1,-1.812479279163537,0.785329835010767
Aves,Petrochelidon,pyrrhonota,Cliff swallow,0.023239999999999997,11.8,-1.6337638762817068,1.0718820073061255
Aves,Progne,subis,Purple martin,0.045,13.8,-1.3467874862246563,1.1398790864012365
Aves,Riparia,riparia,Bank swallow,0.0127,10.1,-1.8961962790440432,1.0043213737826426
Aves,Stelgidopteryx,ruficollis,Southern rough-winged swallow,0.016,5.9,-1.7958800173440752,0.7708520116421442
Aves,Stelgidopteryx,serripennis,Northern rough-winged swallow,0.0157,5.9,-1.8041003475907664,0.7708520116421442
Aves,Tachycineta,bicolor,Tree swallow,0.019,12.1,-1.7212463990471711,1.08278537031645
Aves,Tachycineta,thalassina,Violet-green swallow,0.014199999999999999,9.1,-1.8477116556169435,0.9590413923210935
Aves,Agelaius,phoeniceus,Red-winged blackbird,0.0567,20.0,-1.2464169411070933,1.3010299956639813
Aves,Agelaius,tricolor,Tricolored blackbird,0.0565,13.2,-1.2479515521805615,1.1205739312058498
Aves,Agelaius,xanthomus,Yellow-shouldered blackbird,0.0384,12.6,-1.4156687756324693,1.100370545117563
Aves,Dolichonyx,oryzivorus,Bobolink,0.035,9.0,-1.4559319556497243,0.9542425094393249
Aves,Euphagus,carolinus,Rusty blackbird,0.0608,8.8,-1.216096420727265,0.9444826721501687
Aves,Euphagus,cyanocephalus,Brewer's blackbird,0.06455,12.5,-1.190103753397561,1.0969100130080565
Aves,Icterus,bullockii,Bullock's oriole,0.03662,8.9,-1.4362816600343224,0.9493900066449128
Aves,Icterus,cucullatus,Hooded oriole,0.024300000000000002,6.0,-1.6143937264016879,0.7781512503836436
Aves,Icterus,galbula,Baltimore oriole,0.0329,14.0,-1.4828041020500258,1.146128035678238
Aves,Icterus,leucopteryx,Jamaican oriole,0.036899999999999995,12.2,-1.4329736338409398,1.0863598306747482
Aves,Icterus,parisorum,Scott's oriole,0.0362,6.4,-1.4412914294668342,0.8061799739838872
Aves,Icterus,pectoralis,Spot-breasted oriole,0.0465,11.6,-1.332547047110046,1.0644579892269186
Aves,Icterus,spurius,Orchard oriole,0.021,17.7,-1.6777807052660807,1.2479732663618066
Aves,Molothrus,ater,Brown-headed cowbird,0.0381,16.9,-1.4190750243243806,1.2278867046136734
Aves,Quiscalus,major,Boat-tailed grackle,0.15259999999999999,13.9,-0.8164454663811384,1.1430148002540952
Aves,Quiscalus,mexicanus,Great-tailed grackle,0.1687,12.5,-0.7728849174108748,1.0969100130080565
Aves,Quiscalus,quiscula,Common grackle,0.111,23.1,-0.9546770212133425,1.3636119798921444
Aves,Sturnella,magna,Eastern meadowlark,0.09470999999999999,12.6,-1.0236041633881203,1.100370545117563
Aves,Sturnella,neglecta,Western meadowlark,0.085,10.0,-1.0705810742857071,1.0
Aves,Xanthocephalus,xanthocephalus,Yellow-headed blackbird,0.07575,18.0,-1.1206173628256573,1.255272505103306
Aves,Lanius,collurio,Red-backed shrike,0.028399999999999998,10.1,-1.5466816599529623,1.0043213737826426
Aves,Lanius,excubitor,Northern shrike,0.0635,12.0,-1.1972262747080245,1.0791812460476249
Aves,Lanius,ludovicianus,Loggerhead shrike,0.046,12.5,-1.337242168318426,1.0969100130080565
Aves,Lanius,senator,Woodchat shrike,0.036,5.7,-1.4436974992327127,0.7558748556724915
Aves,Leiothrix,lutea,Red-billed leiothrix,0.0215,15.0,-1.6675615400843946,1.1760912590556813
Aves,Turdoides,squamiceps,Arabian babbler,0.0735,13.5,-1.1337126609158052,1.130333768495006
Aves,Turdoides,striata,Bengal jungle babbler,0.066,16.5,-1.1804560644581312,1.2174839442139063
Aves,Locustella,fluviatilis,River warbler,0.0161,6.9,-1.7931741239681502,0.8388490907372553
Aves,Locustella,luscinioides,Savi's warbler,0.013900000000000001,9.8,-1.8569851997459048,0.9912260756924949
Aves,Locustella,naevia,Common grasshopper-warbler,0.013300000000000001,5.9,-1.8761483590329142,0.7708520116421442
Aves,Megalurus,gramineus,Little grassbird,0.0143,3.3,-1.8446639625349381,0.5185139398778874
Aves,Megalurus,timoriensis,Tawny grassbird,0.024775,3.2,-1.605986336842687,0.505149978319906
Aves,Machaerirhynchus,flaviventer,Yellow-breasted boatbill,0.0105,12.0,-1.978810700930062,1.0791812460476249
Aves,Amytornis,barbatus,Grey grasswren,0.0182,3.0,-1.739928612014925,0.47712125471966244
Aves,Malurus,amabilis,Lovely fairywren,0.00865,12.0,-2.0629838925351858,1.0791812460476249
Aves,Malurus,coronatus,Purple-crowned fairywren,0.0111,5.5,-1.9546770212133424,0.7403626894942439
Aves,Malurus,cyaneus,Superb fairywren,0.0104,10.5,-1.9829666607012197,1.021189299069938
Aves,Malurus,elegans,Red-winged fairywren,0.00975,10.0,-2.010995384301463,1.0
Aves,Malurus,lamberti,Variegated fairywren,0.008150000000000001,11.0,-2.088842391260023,1.041392685158225
Aves,Malurus,leucopterus,White-winged fairywren,0.0074,6.0,-2.1307682802690238,0.7781512503836436
Aves,Malurus,melanocephalus,Red-backed fairywren,0.0079,7.7,-2.1023729087095586,0.8864907251724818
Aves,Malurus,pulcherrimus,Blue-breasted fairywren,0.0092,6.4,-2.036212172654445,0.8061799739838872
Aves,Malurus,splendens,Splendid fairywren,0.0093125,11.0,-2.030933714243651,1.041392685158225
Aves,Stipiturus,malachurus,Southern emu-wren,0.0075250000000000004,3.7,-2.123493495734119,0.568201724066995
Aves,Acanthagenys,rufogularis,Spiny-cheeked honeyeater,0.047799999999999995,13.6,-1.3205721033878812,1.1335389083702174
Aves,Acanthorhynchus,superciliosus,Western spinebill,0.00975,10.7,-2.010995384301463,1.0293837776852097
Aves,Acanthorhynchus,tenuirostris,Eastern spinebill,0.0097875,15.5,-2.0093282249340003,1.1903316981702914
Aves,Anthochaera,carunculata,Red wattlebird,0.10255,13.3,-0.9890643352956149,1.1238516409670858
Aves,Anthochaera,chrysoptera,Little wattlebird,0.06607500000000001,7.1,-1.179962828196252,0.8512583487190752
Aves,Anthochaera,lunulata,Western wattlebird,0.0638,11.5,-1.1951793212788377,1.0606978403536118
Aves,Anthochaera,paradoxa,Yellow wattlebird,0.1459,9.8,-0.8359447081065484,0.9912260756924949
Aves,Conopophila,albogularis,Rufous-banded honeyeater,0.0114,3.7,-1.9430951486635273,0.568201724066995
Aves,Conopophila,rufogularis,Rufous-throated honeyeater,0.0108,9.8,-1.9665762445130504,0.9912260756924949
Aves,Entomyzon,cyanotis,Blue-faced honeyeater,0.101425,9.1,-0.9938549836236362,0.9590413923210935
Aves,Lichenostomus,chrysops,Yellow-faced honeyeater,0.0173,12.6,-1.7619538968712045,1.100370545117563
Aves,Lichenostomus,cratitius,Purple-gaped honeyeater,0.020399999999999998,13.7,-1.6903698325741012,1.1367205671564067
Aves,Lichenostomus,fasciogularis,Mangrove honeyeater,0.0269,4.5,-1.570247719997592,0.6532125137753437
Aves,Lichenostomus,flavescens,Yellow-tinted honeyeater,0.0124,6.5,-1.9065783148377649,0.8129133566428556
Aves,Lichenostomus,flavicollis,Yellow-throated honeyeater,0.029,5.0,-1.537602002101044,0.6989700043360189
Aves,Lichenostomus,flavus,Yellow honeyeater,0.0214,4.2,-1.6695862266508092,0.6232492903979004
Aves,Lichenostomus,frenatus,Bridled honeyeater,0.0342,4.9,-1.465973893943865,0.6901960800285137
Aves,Lichenostomus,fuscus,Fuscous honeyeater,0.0178,17.6,-1.749579997691106,1.24551266781415
Aves,Lichenostomus,leucotis,White-eared honeyeater,0.024,12.8,-1.6197887582883939,1.1072099696478683
Aves,Lichenostomus,melanops,Yellow-tufted honeyeater,0.03185,15.3,-1.4968905633286307,1.1846914308175989
Aves,Lichenostomus,ornatus,Yellow-plumed honeyeater,0.0176,9.1,-1.75448733218585,0.9590413923210935
Aves,Lichenostomus,penicillatus,White-plumed honeyeater,0.019399999999999997,15.9,-1.712198270069774,1.2013971243204515
Aves,Lichenostomus,unicolor,White-gaped honeyeater,0.0308,12.2,-1.5114492834995557,1.0863598306747482
Aves,Lichenostomus,virescens,Singing honeyeater,0.023399999999999997,10.5,-1.6307841425898573,1.021189299069938
Aves,Lichmera,indistincta,Brown honeyeater,0.0108,13.2,-1.9665762445130504,1.1205739312058498
Aves,Manorina,flavigula,Yellow-throated miner,0.0526,12.1,-1.279014255846261,1.08278537031645
Aves,Manorina,melanocephala,Noisy miner,0.060575000000000004,12.4,-1.217706577190456,1.0934216851622351
Aves,Manorina,melanophrys,Bell miner,0.029725,13.6,-1.5268781367092708,1.1335389083702174
Aves,Meliphaga,gracilis,Graceful honeyeater,0.01475,12.0,-1.8312079796858183,1.0791812460476249
Aves,Meliphaga,lewinii,Lewin's honeyeater,0.0344,15.9,-1.4634415574284698,1.2013971243204515
Aves,Meliphaga,notata,Yellow-spotted honeyeater,0.026324999999999998,11.2,-1.5796316201424758,1.0492180226701815
Aves,Melithreptus,affinis,Black-headed honeyeater,0.015,8.7,-1.8239087409443189,0.9395192526186185
Aves,Melithreptus,albogularis,White-throated honeyeater,0.0109,10.5,-1.9625735020593764,1.021189299069938
Aves,Melithreptus,brevirostris,Brown-headed honeyeater,0.012825,12.2,-1.891942626216146,1.0863598306747482
Aves,Melithreptus,gularis,Black-chinned honeyeater,0.0195,10.0,-1.709965388637482,1.0
Aves,Melithreptus,lunatus,White-naped honeyeater,0.01385,12.3,-1.8585502265995326,1.089905111439398
Aves,Melithreptus,validirostris,Strong-billed honeyeater,0.02485,5.4,-1.604673606930649,0.7323937598229685
Aves,Myzomela,erythrocephala,Red-headed myzomela,0.00775,7.1,-2.11069829749369,0.8512583487190752
Aves,Myzomela,obscura,Dusky myzomela,0.01225,12.0,-1.9118639112994487,1.0791812460476249
Aves,Myzomela,sanguinolenta,Scarlet myzomela,0.0081,10.0,-2.0915149811213505,1.0
Aves,Philemon,citreogularis,Little friarbird,0.06225,10.6,-1.205860644232226,1.0253058652647702
Aves,Philemon,corniculatus,Noisy friarbird,0.103375,9.8,-0.9855844774393969,0.9912260756924949
Aves,Phylidonyris,niger,White-cheeked honeyeater,0.018,11.6,-1.744727494896694,1.0644579892269186
Aves,Phylidonyris,novaehollandiae,New holland honeyeater,0.0185,22.9,-1.7328282715969863,1.359835482339888
Aves,Phylidonyris,pyrrhopterus,Crescent honeyeater,0.015525,9.9,-1.808968391151382,0.9956351945975499
Aves,Plectorhyncha,lanceolata,Striped honeyeater,0.03975,4.4,-1.400662867007511,0.6434526764861874
Aves,Xanthotis,flaviventer,Tawny-breasted honeyeater,0.037625,9.0,-1.4245234913981002,0.9542425094393249
Aves,Xanthotis,macleayanus,Macleay's honeyeater,0.029425,8.0,-1.5312835284845276,0.9030899869919435
Aves,Menura,novaehollandiae,Superb lyrebird,0.9799500000000001,17.9,-0.008796082754506168,1.252853030979893
Aves,Dumetella,carolinensis,Gray catbird,0.0345,17.9,-1.4621809049267258,1.252853030979893
Aves,Margarops,fuscatus,Pearly-eyed thrasher,0.0986,17.0,-1.0061230850587888,1.2304489213782739
Aves,Mimus,polyglottos,Northern mockingbird,0.053,20.0,-1.275724130399211,1.3010299956639813
Aves,Toxostoma,bendirei,Bendire's thrasher,0.062200000000000005,9.5,-1.2062096153091812,0.9777236052888477
Aves,Toxostoma,crissale,Crissal thrasher,0.0627,4.8,-1.2027324591692836,0.6812412373755872
Aves,Toxostoma,curvirostre,Curve-billed thrasher,0.08065,10.8,-1.0933956282750197,1.0334237554869496
Aves,Toxostoma,lecontei,Le conte's thrasher,0.06182,5.7,-1.2088709992727138,0.7558748556724915
Aves,Toxostoma,longirostre,Long-billed thrasher,0.06765,7.8,-1.1697321990663583,0.8920946026904804
Aves,Toxostoma,redivivum,California thrasher,0.0844,6.9,-1.0736575533743449,0.8388490907372553
Aves,Toxostoma,rufum,Brown thrasher,0.067,12.8,-1.1739251972991736,1.1072099696478683
Aves,Arses,kaupi,Pied monarch,0.0136,4.0,-1.8664610916297826,0.6020599913279624
Aves,Chasiempis,sandwichensis,Elepaio,0.015,17.8,-1.8239087409443189,1.250420002308894
Aves,Grallina,cyanoleuca,Magpielark,0.0799,12.1,-1.0974532206860086,1.08278537031645
Aves,Monarcha,melanopsis,Black-faced monarch,0.023,5.2,-1.6382721639824072,0.7160033436347992
Aves,Myiagra,alecto,Shining flycatcher,0.0246,5.2,-1.609064892896621,0.7160033436347992
Aves,Myiagra,rubecula,Leaden flycatcher,0.01265,6.2,-1.8979094744881633,0.7923916894982539
Aves,Myiagra,ruficollis,Broad-billed flycatcher,0.010225,8.6,-1.9903366833206206,0.9344984512435677
Aves,Anthus,cervinus,Red-throated pipit,0.0209,4.5,-1.679853713888946,0.6532125137753437
Aves,Anthus,petrosus,Rock pipit,0.0224,10.9,-1.6497519816658373,1.0374264979406236
Aves,Anthus,pratensis,Meadow pipit,0.0184,13.1,-1.7351821769904636,1.1172712956557642
Aves,Anthus,rubescens,American pipit,0.0208,5.1,-1.6819366650372385,0.7075701760979364
Aves,Anthus,spinoletta,Water pipit,0.0212,8.8,-1.6736641390712486,0.9444826721501687
Aves,Anthus,trivialis,Tree pipit,0.023399999999999997,8.8,-1.6307841425898573,0.9444826721501687
Aves,Motacilla,alba,White wagtail,0.0241,13.7,-1.6179829574251317,1.1367205671564067
Aves,Motacilla,cinerea,Grey wagtail,0.0172,8.0,-1.764471553092451,0.9030899869919435
Aves,Motacilla,flava,Yellow wagtail,0.0177,8.8,-1.7520267336381934,0.9444826721501687
Aves,Copsychus,malabaricus,White-rumped shama,0.02935,7.0,-1.5323918944163668,0.8450980400142568
Aves,Erithacus,rubecula,European robin,0.0173,19.3,-1.7619538968712045,1.2855573090077739
Aves,Erythropygia,galactotes,Rufous-tailed scrub-robin,0.020300000000000002,7.0,-1.692503962086787,0.8450980400142568
Aves,Ficedula,albicollis,Collared flycatcher,0.0127,9.8,-1.8961962790440432,0.9912260756924949
Aves,Ficedula,hypoleuca,European pied flycatcher,0.013900000000000001,15.0,-1.8569851997459048,1.1760912590556813
Aves,Luscinia,luscinia,Thrush nightingale,0.0238,8.9,-1.623423042943488,0.9493900066449128
Aves,Luscinia,megarhynchos,Common nightingale,0.0197,10.9,-1.705533773838407,1.0374264979406236
Aves,Luscinia,svecica,Bluethroat,0.0173,11.4,-1.7619538968712045,1.0569048513364727
Aves,Muscicapa,striata,Spotted flycatcher,0.0159,11.8,-1.7986028756795485,1.0718820073061255
Aves,Oenanthe,hispanica,Black-eared wheatear,0.015099999999999999,4.9,-1.8210230527068305,0.6901960800285137
Aves,Oenanthe,oenanthe,Northern wheatear,0.025,10.1,-1.6020599913279623,1.0043213737826426
Aves,Phoenicurus,ochruros,Black redstart,0.0165,10.2,-1.7825160557860937,1.0086001717619175
Aves,Phoenicurus,phoenicurus,Common redstart,0.0146,10.2,-1.8356471442155629,1.0086001717619175
Aves,Saxicola,rubetra,Whinchat,0.0166,6.9,-1.779891911959945,0.8388490907372553
Aves,Saxicola,torquatus,Common stonechat and stonechat,0.0103,8.8,-1.9871627752948278,0.9444826721501687
Aves,Cinnyris,asiaticus,Purple sunbird,0.0081,22.0,-2.0915149811213505,1.3424226808222062
Aves,Daphoenositta,chrysoptera,Varied sittella,0.011699999999999999,6.9,-1.9318141382538383,0.8388490907372553
Aves,Nesospingus,speculiferus,Puerto Rican tanager,0.0352,4.0,-1.453457336521869,0.6020599913279624
Aves,Oreoica,gutturalis,Crested bellbird,0.063125,5.0,-1.1997986088732822,0.6989700043360189
Aves,Oriolus,chinensis,Black-naped oriole,0.08259999999999999,29.0,-1.0830199526796178,1.462397997898956
Aves,Oriolus,oriolus,Eurasian golden-oriole,0.079,14.8,-1.1023729087095586,1.1702617153949575
Aves,Oriolus,sagittatus,Olive-backed oriole,0.09659999999999999,7.1,-1.0150228735845066,0.8512583487190752
Aves,Oriolus,xanthornus,Black-hooded oriole,0.056299999999999996,15.5,-1.2494916051486538,1.1903316981702914
Aves,Sphecotheres,viridis,Green figbird (hang-nest),0.1215,18.0,-0.915423722065669,1.255272505103306
Aves,Orthonyx,spaldingii,Chowchilla,0.1451,16.5,-0.838332587562264,1.2174839442139063
Aves,Colluricincla,harmonica,Grey shrikethrush,0.067625,14.8,-1.169892721885374,1.1702617153949575
Aves,Colluricincla,megarhyncha,Little shrikethrush,0.03405,19.3,-1.4678828837511961,1.2855573090077739
Aves,Falcunculus,frontatus,Crested shriketit,0.0281,11.9,-1.5512936800949202,1.0755469613925308
Aves,Pachycephala,inornata,Gilbert's whistler,0.03075,11.0,-1.5121548798885645,1.041392685158225
Aves,Pachycephala,lanioides,White-breasted whistler,0.0395,15.7,-1.4034029043735399,1.1958996524092338
Aves,Pachycephala,olivacea,Olive whistler,0.0412,7.8,-1.3851027839668655,0.8920946026904804
Aves,Pachycephala,pectoralis,Australian golden whistler,0.0327,18.0,-1.485452247339714,1.255272505103306
Aves,Pachycephala,rufiventris,Rufous whistler,0.023125,15.2,-1.6359182585889298,1.1818435879447726
Aves,Pachycephala,simplex,Grey whistler,0.0175,9.7,-1.7569619513137056,0.9867717342662448
Aves,Panurus,biarmicus,Bearded parrotbill,0.013800000000000002,7.1,-1.8601209135987635,0.8512583487190752
Aves,Paradisaea,apoda,Greater bird-of-paradise,0.172,12.1,-0.7644715530924511,1.08278537031645
Aves,Ptiloris,magnificus,Magnificent riflebird,0.161,12.0,-0.7931741239681502,1.0791812460476249
Aves,Ptiloris,victoriae,Victoria's riflebird,0.0865,8.9,-1.0629838925351858,0.9493900066449128
Aves,Pardalotus,punctatus,Spotted pardalote,0.008875,4.0,-2.0518316382728683,0.6020599913279624
Aves,Pardalotus,quadragintus,Forty-spotted pardalote,0.0107,3.5,-1.9706162223147903,0.5440680443502757
Aves,Pardalotus,striatus,Striated pardalote,0.011775,6.0,-1.9290390841990661,0.7781512503836436
