Class,Genus,Species,Common_name,Mass_kg,Max_longevity_yr,Data_quality,Specimen_origin,Mass_source,Longevity_source
Aves,Myiagra,alecto,Shining flycatcher,0.0246,5.2,acceptable,wild,AnAge,AnAge
Aves,Myiagra,rubecula,Leaden flycatcher,0.01265,6.2,acceptable,wild,AnAge,AnAge
Aves,Myiagra,ruficollis,Broad-billed flycatcher,0.010225,8.6,acceptable,wild,AnAge,AnAge
Aves,Anthus,cervinus,Red-throated pipit,0.0209,4.5,acceptable,wild,AnAge,AnAge
Aves,Anthus,petrosus,Rock pipit,0.0224,10.9,acceptable,wild,AnAge,AnAge
Aves,Anthus,pratensis,Meadow pipit,0.0184,13.1,acceptable,wild,AnAge,AnAge
Aves,Anthus,rubescens,American pipit,0.0208,5.1,acceptable,wild,AnAge,AnAge
Aves,Anthus,spinoletta,Water pipit,0.0212,8.8,acceptable,wild,AnAge,AnAge
Aves,Anthus,trivialis,Tree pipit,0.023399999999999997,8.8,acceptable,wild,AnAge,AnAge
Aves,Motacilla,alba,White wagtail,0.0241,13.7,acceptable,wild,AnAge,AnAge
Aves,Motacilla,cinerea,Grey wagtail,0.0172,8.0,acceptable,wild,AnAge,AnAge
Aves,Motacilla,flava,Yellow wagtail,0.0177,8.8,acceptable,wild,AnAge,AnAge
Aves,Copsychus,malabaricus,White-rumped shama,0.02935,7.0,acceptable,wild,AnAge,AnAge
Aves,Erithacus,rubecula,European robin,0.0173,19.3,acceptable,wild,AnAge,AnAge
Aves,Erythropygia,galactotes,Rufous-tailed scrub-robin,0.020300000000000002,7.0,acceptable,wild,AnAge,AnAge
Aves,Ficedula,albicollis,Collared flycatcher,0.0127,9.8,acceptable,wild,AnAge,AnAge
Aves,Ficedula,hypoleuca,European pied flycatcher,0.013900000000000001,15.0,acceptable,wild,AnAge,AnAge
Aves,Luscinia,luscinia,Thrush nightingale,0.0238,8.9,acceptable,wild,AnAge,AnAge
Aves,Luscinia,megarhynchos,Common nightingale,0.0197,10.9,acceptable,wild,AnAge,AnAge
Aves,Luscinia,svecica,Bluethroat,0.0173,11.4,acceptable,wild,AnAge,AnAge
Aves,Muscicapa,striata,Spotted flycatcher,0.0159,11.8,acceptable,captivity,AnAge,AnAge
Aves,Oenanthe,oenanthe,Northern wheatear,0.025,10.1,acceptable,unknown,AnAge,AnAge
Aves,Phoenicurus,ochruros,Black redstart,0.0165,10.2,acceptable,wild,AnAge,AnAge
Aves,Phoenicurus,phoenicurus,Common redstart,0.0146,10.2,acceptable,wild,AnAge,AnAge
Aves,Saxicola,rubetra,Whinchat,0.0166,6.9,acceptable,wild,AnAge,AnAge
Aves,Saxicola,torquatus,Common stonechat and stonechat,0.0103,8.8,acceptable,wild,AnAge,AnAge
Aves,Cinnyris,asiaticus,Purple sunbird,0.0081,22.0,acceptable,captivity,AnAge,AnAge
Aves,Daphoenositta,chrysoptera,Varied sittella,0.011699999999999999,6.9,acceptable,wild,AnAge,AnAge
Aves,Nesospingus,speculiferus,Puerto Rican tanager,0.0352,4.0,acceptable,wild,AnAge,AnAge
Aves,Oreoica,gutturalis,Crested bellbird,0.063125,5.0,acceptable,wild,AnAge,AnAge
Aves,Oriolus,chinensis,Black-naped oriole,0.08259999999999999,29.0,acceptable,captivity,AnAge,AnAge
Aves,Oriolus,oriolus,Eurasian golden-oriole,0.079,14.8,acceptable,wild,AnAge,AnAge
Aves,Oriolus,xanthornus,Black-hooded oriole,0.056299999999999996,15.5,acceptable,captivity,AnAge,AnAge
Aves,Sphecotheres,viridis,Green figbird (hang-nest),0.1215,18.0,acceptable,captivity,AnAge,AnAge
Aves,Orthonyx,spaldingii,Chowchilla,0.1451,16.5,acceptable,wild,AnAge,AnAge
Aves,Colluricincla,harmonica,Grey shrikethrush,0.067625,14.8,acceptable,wild,AnAge,AnAge
Aves,Colluricincla,megarhyncha,Little shrikethrush,0.03405,19.3,acceptable,wild,AnAge,AnAge
Aves,Falcunculus,frontatus,Crested shriketit,0.0281,11.9,acceptable,wild,AnAge,AnAge
Aves,Pachycephala,inornata,Gilbert's whistler,0.03075,11.0,acceptable,wild,AnAge,AnAge
Aves,Pachycephala,lanioides,White-breasted whistler,0.0395,15.7,acceptable,wild,AnAge,AnAge
Aves,Pachycephala,olivacea,Olive whistler,0.0412,7.8,acceptable,wild,AnAge,AnAge
Aves,Pachycephala,pectoralis,Australian golden whistler,0.0327,18.0,acceptable,wild,AnAge,AnAge
Aves,Pachycephala,rufiventris,Rufous whistler,0.023125,15.2,acceptable,wild,AnAge,AnAge
Aves,Pachycephala,simplex,Grey whistler,0.0175,9.7,acceptable,wild,AnAge,AnAge
Aves,Panurus,biarmicus,Bearded parrotbill,0.013800000000000002,7.1,acceptable,wild,AnAge,AnAge
Aves,Paradisaea,apoda,Greater bird-of-paradise,0.172,12.1,acceptable,captivity,AnAge,AnAge
Aves,Ptiloris,magnificus,Magnificent riflebird,0.161,12.0,acceptable,wild,AnAge,AnAge
Aves,Ptiloris,victoriae,Victoria's riflebird,0.0865,8.9,acceptable,wild,AnAge,AnAge
Aves,Pardalotus,punctatus,Spotted pardalote,0.008875,4.0,acceptable,wild,AnAge,AnAge
Aves,Pardalotus,quadragintus,Forty-spotted pardalote,0.0107,3.5,acceptable,wild,AnAge,AnAge
Aves,Pardalotus,striatus,Striated pardalote,0.011775,6.0,acceptable,wild,AnAge,AnAge
Aves,Baeolophus,bicolor,Tufted titmouse,0.021,13.3,acceptable,wild,AnAge,AnAge
Aves,Baeolophus,inornatus,"Plain titmouse, or Oak titmouse",0.0159,9.0,acceptable,wild,AnAge,AnAge
Aves,Baeolophus,wollweberi,Bridled titmouse,0.0104,6.6,acceptable,wild,AnAge,AnAge
Aves,Cyanistes,caeruleus,Blue tit,0.0103,14.6,acceptable,wild,AnAge,AnAge
Aves,Lophophanes,cristatus,Crested tit,0.0111,11.6,acceptable,wild,AnAge,AnAge
Aves,Parus,major,Great tit,0.0179,15.4,acceptable,wild,AnAge,AnAge
Aves,Periparus,ater,Coal tit,0.0092,9.5,acceptable,wild,AnAge,AnAge
Aves,Poecile,atricapillus,Black-capped chickadee,0.0104,12.4,acceptable,wild,AnAge,AnAge
Aves,Poecile,carolinensis,Carolina chickadee,0.01025,10.9,acceptable,wild,AnAge,AnAge
Aves,Poecile,cinctus,"Siberian tit, or Gray-headed chickadee",0.0125,9.0,acceptable,wild,AnAge,AnAge
Aves,Poecile,gambeli,Mountain chickadee,0.0115,10.1,acceptable,wild,AnAge,AnAge
Aves,Poecile,hudsonicus,Boreal chickadee,0.01,7.0,acceptable,wild,AnAge,AnAge
Aves,Poecile,montanus,Willow tit,0.0111,11.3,acceptable,wild,AnAge,AnAge
Aves,Poecile,palustris,Marsh tit,0.0112,13.2,acceptable,wild,AnAge,AnAge
Aves,Poecile,rufescens,Chestnut-backed chickadee,0.009800000000000001,9.5,acceptable,wild,AnAge,AnAge
Aves,Poecile,sclateri,Mexican chickadee,0.011,10.1,acceptable,wild,AnAge,AnAge
Aves,Cardellina,canadensis,Canada warbler,0.01,8.0,acceptable,wild,AnAge,AnAge
Aves,Cardellina,pusilla,Wilson's warbler,0.007,8.9,acceptable,wild,AnAge,AnAge
Aves,Cardellina,rubrifrons,Red-faced warbler,0.009800000000000001,3.0,acceptable,wild,AnAge,AnAge
Aves,Geothlypis,formosa,Kentucky warbler,0.014,6.9,acceptable,wild,AnAge,AnAge
Aves,Geothlypis,philadelphia,Mourning warbler,0.01,7.9,acceptable,wild,AnAge,AnAge
Aves,Geothlypis,tolmiei,Macgillivray's warbler,0.0104,9.0,acceptable,wild,AnAge,AnAge
Aves,Geothlypis,trichas,Common yellowthroat,0.0095,11.5,acceptable,wild,AnAge,AnAge
Aves,Helmitheros,vermivorum,Worm-eating warbler,0.0125,8.1,acceptable,wild,AnAge,AnAge
Aves,Icteria,virens,Yellow-breasted chat,0.026,8.9,acceptable,wild,AnAge,AnAge
Aves,Leiothlypis,celata,Orange-crowned warbler,0.0092,8.6,acceptable,wild,AnAge,AnAge
Aves,Leiothlypis,luciae,Lucy's warbler,0.0066,5.8,acceptable,wild,AnAge,AnAge
Aves,Leiothlypis,peregrina,Tennessee warbler,0.0085,6.4,acceptable,wild,AnAge,AnAge
Aves,Leiothlypis,ruficapilla,Nashville warbler,0.0075,10.2,acceptable,wild,AnAge,AnAge
Aves,Leiothlypis,virginiae,Virginia's warbler,0.008199999999999999,6.2,acceptable,wild,AnAge,AnAge
Aves,Limnothlypis,swainsonii,Swainson's warbler,0.0135,9.9,acceptable,wild,AnAge,AnAge
Aves,Mniotilta,varia,Black-and-white warbler,0.0109,12.2,acceptable,wild,AnAge,AnAge
Aves,Myioborus,pictus,Painted redstart,0.00975,6.6,acceptable,wild,AnAge,AnAge
Aves,Parkesia,motacilla,Louisiana waterthrush,0.0225,11.9,acceptable,wild,AnAge,AnAge
Aves,Parkesia,noveboracensis,Northern waterthrush,0.016300000000000002,8.9,acceptable,wild,AnAge,AnAge
Aves,Protonotaria,citrea,Prothonotary warbler,0.0143,8.1,acceptable,wild,AnAge,AnAge
Aves,Seiurus,aurocapilla,Ovenbird,0.0188,11.0,acceptable,wild,AnAge,AnAge
Aves,Setophaga,adelaidae,Adelaide's warbler,0.007,10.6,acceptable,wild,AnAge,AnAge
Aves,Setophaga,americana,Northern parula,0.0079,7.0,acceptable,wild,AnAge,AnAge
Aves,Setophaga,caerulescens,Black-throated blue warbler,0.010199999999999999,10.0,acceptable,wild,AnAge,AnAge
Aves,Setophaga,castanea,Bay-breasted warbler,0.0115,4.9,acceptable,wild,AnAge,AnAge
Aves,Setophaga,cerulea,Cerulean warbler,0.008625,6.0,acceptable,wild,AnAge,AnAge
Aves,Setophaga,chrysoparia,Golden-cheeked warbler,0.010199999999999999,11.0,acceptable,wild,AnAge,AnAge
Aves,Setophaga,citrina,Hooded warbler,0.0106,8.2,acceptable,wild,AnAge,AnAge
Aves,Setophaga,coronata,Yellow-rumped (myrtle) warbler,0.012,10.0,acceptable,wild,AnAge,AnAge
Aves,Setophaga,discolor,Prairie warbler,0.007,10.3,acceptable,wild,AnAge,AnAge
Aves,Setophaga,dominica,Yellow-throated warbler,0.009699999999999999,6.1,acceptable,wild,AnAge,AnAge
Aves,Setophaga,fusca,Blackburnian warbler,0.009,8.2,acceptable,wild,AnAge,AnAge
Aves,Setophaga,kirtlandii,Kirtland's warbler,0.0155,9.0,acceptable,wild,AnAge,AnAge
Aves,Setophaga,magnolia,Magnolia warbler,0.0075,8.0,acceptable,wild,AnAge,AnAge
Aves,Setophaga,occidentalis,Hermit warbler,0.01,9.1,acceptable,wild,AnAge,AnAge
Aves,Setophaga,palmarum,"Palm warbler, or Western palm warbler",0.0103,6.6,acceptable,wild,AnAge,AnAge
Aves,Setophaga,pensylvanica,Chestnut-sided warbler,0.009,6.9,acceptable,wild,AnAge,AnAge
Aves,Setophaga,petechia,Yellow warbler,0.009800000000000001,11.0,acceptable,wild,AnAge,AnAge
Aves,Setophaga,pinus,Pine warbler,0.011800000000000001,10.2,acceptable,unknown,AnAge,AnAge
Aves,Setophaga,ruticilla,American redstart,0.0085,10.1,acceptable,wild,AnAge,AnAge
Aves,Setophaga,striata,Blackpoll warbler,0.015,8.1,acceptable,wild,AnAge,AnAge
Aves,Setophaga,townsendi,Townsend's warbler,0.00885,10.7,acceptable,wild,AnAge,AnAge
Aves,Setophaga,virens,Black-throated green warbler,0.009,6.0,acceptable,unknown,AnAge,AnAge
Aves,Vermivora,chrysoptera,Golden-winged warbler,0.0088,7.9,acceptable,wild,AnAge,AnAge
Aves,Vermivora,cyanoptera,Blue-winged warbler,0.0089,9.0,acceptable,wild,AnAge,AnAge
Aves,Aimophila,ruficeps,Rufous-crowned sparrow,0.0188,5.1,acceptable,wild,AnAge,AnAge
Aves,Ammodramus,savannarum,Grasshopper sparrow,0.0176,9.1,acceptable,wild,AnAge,AnAge
Aves,Amphispiza,bilineata,Black-throated sparrow,0.0135,6.0,acceptable,wild,AnAge,AnAge
Aves,Arremonops,rufivirgatus,Olive sparrow,0.0224,8.2,acceptable,wild,AnAge,AnAge
Aves,Artemisiospiza,belli,Sage sparrow,0.0171,9.1,acceptable,wild,AnAge,AnAge
Aves,Calamospiza,melanocorys,Lark bunting,0.032600000000000004,4.8,acceptable,wild,AnAge,AnAge
Aves,Chondestes,grammacus,Lark sparrow,0.027100000000000003,7.8,acceptable,wild,AnAge,AnAge
Aves,Junco,hyemalis,Dark-eyed junco,0.019,11.3,acceptable,wild,AnAge,AnAge
Aves,Junco,phaeonotus,Yellow-eyed junco,0.02,6.6,acceptable,wild,AnAge,AnAge
Aves,Melospiza,georgiana,Swamp sparrow,0.0161,7.8,acceptable,wild,AnAge,AnAge
Aves,Melospiza,lincolnii,Lincoln's sparrow,0.01735,7.6,acceptable,wild,AnAge,AnAge
Aves,Melospiza,melodia,Song sparrow,0.022699999999999998,11.3,acceptable,wild,AnAge,AnAge
Aves,Melozone,aberti,Abert's towhee,0.046,8.6,acceptable,wild,AnAge,AnAge
Aves,Melozone,crissalis,California towhee,0.047,12.8,acceptable,wild,AnAge,AnAge
Aves,Melozone,fusca,Canyon towhee,0.0444,12.8,acceptable,wild,AnAge,AnAge
Aves,Passerculus,sandwichensis,Savannah sparrow,0.0202,18.0,acceptable,captivity,AnAge,AnAge
Aves,Passerella,iliaca,Fox sparrow,0.0355,10.3,acceptable,wild,AnAge,AnAge
Aves,Peucaea,aestivalis,Bachman's sparrow,0.019600000000000003,3.9,acceptable,wild,AnAge,AnAge
Aves,Pipilo,chlorurus,Green-tailed towhee,0.02888,7.7,acceptable,wild,AnAge,AnAge
Aves,Pipilo,erythrophthalmus,Eastern towhee,0.0394,12.3,acceptable,wild,AnAge,AnAge
Aves,Pipilo,maculatus,Spotted towhee,0.0404,11.0,acceptable,wild,AnAge,AnAge
Aves,Pooecetes,gramineus,Vesper sparrow,0.0257,7.9,acceptable,wild,AnAge,AnAge
Aves,Spizella,breweri,Brewer's sparrow,0.011,6.2,acceptable,wild,AnAge,AnAge
Aves,Spizella,pallida,Clay-colored sparrow,0.01145,6.9,acceptable,wild,AnAge,AnAge
Aves,Spizella,passerina,Chipping sparrow,0.012199999999999999,11.8,acceptable,wild,AnAge,AnAge
Aves,Spizella,pusilla,Field sparrow,0.0125,10.3,acceptable,wild,AnAge,AnAge
Aves,Spizelloides,arborea,American tree sparrow,0.0166,10.8,acceptable,wild,AnAge,AnAge
Aves,Zonotrichia,albicollis,White-throated sparrow,0.0211,14.9,acceptable,wild,AnAge,AnAge
Aves,Zonotrichia,atricapilla,Golden-crowned sparrow,0.03155,10.5,acceptable,wild,AnAge,AnAge
Aves,Zonotrichia,leucophrys,White-crowned sparrow,0.02582,13.3,acceptable,wild,AnAge,AnAge
Aves,Zonotrichia,querula,Harris's sparrow,0.033100000000000004,11.7,acceptable,wild,AnAge,AnAge
Aves,Passer,domesticus,House sparrow,0.0253,23.0,acceptable,unknown,AnAge,AnAge
Aves,Passer,hispaniolensis,Spanish sparrow,0.0242,11.2,acceptable,wild,AnAge,AnAge
Aves,Passer,montanus,Eurasian tree sparrow,0.0205,13.1,acceptable,wild,AnAge,AnAge
Aves,Petronia,petronia,Rock sparrow,0.030199999999999998,7.0,acceptable,wild,AnAge,AnAge
Aves,Drymodes,brunneopygia,Southern scrub robin,0.03395,9.7,acceptable,wild,AnAge,AnAge
Aves,Eopsaltria,australis,Eastern yellow robin,0.02025,14.7,acceptable,wild,AnAge,AnAge
Aves,Eopsaltria,georgiana,White-breasted robin,0.019149999999999997,18.3,acceptable,wild,AnAge,AnAge
Aves,Eopsaltria,griseogularis,Western yellow robin,0.019875,8.8,acceptable,wild,AnAge,AnAge
Aves,Melanodryas,cucullata,Hooded robin,0.021575,9.6,acceptable,wild,AnAge,AnAge
Aves,Microeca,fascinans,Jacky winter,0.0147583,5.3,acceptable,wild,AnAge,AnAge
Aves,Microeca,flavigaster,Lemon-bellied flyrobin,0.012,4.1,acceptable,wild,AnAge,AnAge
Aves,Petroica,goodenovii,Red-capped robin,0.008875,5.5,acceptable,wild,AnAge,AnAge
Aves,Petroica,phoenicea,Flame robin,0.013,10.9,acceptable,wild,AnAge,AnAge
Aves,Petroica,rosea,Rose robin,0.008199999999999999,6.1,acceptable,wild,AnAge,AnAge
Aves,Poecilodryas,superciliosa,White-browed robin,0.019899999999999998,9.0,acceptable,wild,AnAge,AnAge
Aves,Tregellasia,capito,Pale-yellow robin,0.013900000000000001,13.2,acceptable,wild,AnAge,AnAge
Aves,Tregellasia,leucops,White-faced robin,0.015975,18.0,acceptable,wild,AnAge,AnAge
Aves,Phylloscopus,collybita,"Common chiffchaff, or Eurasian chiffchaff",0.0083,8.0,acceptable,wild,AnAge,AnAge
Aves,Phylloscopus,sibillatrix,Wood warbler,0.0092,10.2,acceptable,wild,AnAge,AnAge
Aves,Phylloscopus,trochilus,Willow warbler,0.0087,11.8,acceptable,wild,AnAge,AnAge
Aves,Chiroxiphia,pareola,Blue-backed manakin,0.0169,14.0,acceptable,wild,AnAge,AnAge
Aves,Pitta,versicolor,Noisy pitta,0.09075,6.0,acceptable,wild,AnAge,AnAge
Aves,Bubalornis,albirostris,"White-billed buffalo weaver, or African ox birds",0.0619,20.0,acceptable,captivity,AnAge,AnAge
Aves,Ploceus,cucullatus,Village weaver,0.0362,24.0,acceptable,captivity,AnAge,AnAge
Aves,Quelea,quelea,Red-billed quelea,0.0175,10.0,acceptable,wild,AnAge,AnAge
Aves,Polioptila,caerulea,Blue-grey gnatcatcher,0.0065,4.2,acceptable,wild,AnAge,AnAge
Aves,Polioptila,californica,California gnatcatcher,0.006,8.0,acceptable,wild,AnAge,AnAge
Aves,Pomatostomus,ruficeps,Chestnut-crowned babbler,0.0578,8.3,acceptable,wild,AnAge,AnAge
Aves,Pomatostomus,superciliosus,White-browed babbler,0.0432,14.4,acceptable,wild,AnAge,AnAge
Aves,Pomatostomus,temporalis,Grey-crowned babbler,0.071,13.3,acceptable,wild,AnAge,AnAge
Aves,Prunella,modularis,Hedge sparrow,0.0202,20.8,acceptable,wild,AnAge,AnAge
Aves,Psophodes,olivaceus,Eastern whipbird,0.068,12.3,acceptable,wild,AnAge,AnAge
Aves,Ailuroedus,crassirostris,Green catbird,0.207,14.9,acceptable,wild,AnAge,AnAge
Aves,Ailuroedus,melanotis,Spotted catbird,0.202,10.4,acceptable,wild,AnAge,AnAge
Aves,Ptilonorhynchus,violaceus,Satin bowerbird,0.213,25.1,acceptable,wild,AnAge,AnAge
Aves,Scenopoeetes,dentirostris,Tooth-billed bowerbird,0.16725,22.0,acceptable,wild,AnAge,AnAge
Aves,Sericulus,chrysocephalus,Regent bowerbird,0.1,17.2,acceptable,wild,AnAge,AnAge
Aves,Pycnonotus,jocosus,Red-whiskered bulbul,0.0277,11.1,acceptable,wild,AnAge,AnAge
Aves,Pycnonotus,xanthopygos,White-spectacled bulbul,0.0381,8.8,acceptable,wild,AnAge,AnAge
Aves,Regulus,calendula,Ruby-crowned kinglet,0.00675,5.6,acceptable,wild,AnAge,AnAge
Aves,Regulus,regulus,Goldcrest,0.0056,7.0,acceptable,wild,AnAge,AnAge
Aves,Regulus,satrapa,Golden-crowned kinglet,0.0055,6.3,acceptable,wild,AnAge,AnAge
Aves,Auriparus,flaviceps,Verdin,0.0068,5.6,acceptable,wild,AnAge,AnAge
Aves,Remiz,pendulinus,Eurasian penduline-tit,0.009300000000000001,7.2,acceptable,wild,AnAge,AnAge
Aves,Rhipidura,leucophrys,Willie wagtail,0.027,9.4,acceptable,wild,AnAge,AnAge
Aves,Rhipidura,rufifrons,Rufous fantail,0.010199999999999999,9.1,acceptable,wild,AnAge,AnAge
Aves,Sitta,canadensis,Red-breasted nuthatch,0.0112,7.5,acceptable,wild,AnAge,AnAge
Aves,Sitta,carolinensis,White-breasted nuthatch,0.0205,9.8,acceptable,wild,AnAge,AnAge
Aves,Sitta,europaea,"Wood nuthatch, or Eurasian nuthatch",0.020399999999999998,12.9,acceptable,wild,AnAge,AnAge
Aves,Sitta,pusilla,Brown-headed nuthatch,0.0108,5.8,acceptable,wild,AnAge,AnAge
Aves,Sitta,pygmaea,Pygmy nuthatch,0.0107,8.2,acceptable,wild,AnAge,AnAge
Aves,Acridotheres,cristatellus,Crested myna,0.1165,13.0,acceptable,captivity,AnAge,AnAge
Aves,Lamprotornis,caudatus,Long-tailed glossy starling,0.121,17.8,acceptable,captivity,AnAge,AnAge
Aves,Lamprotornis,hildebrandti,Hildebrandt's starling,0.055799999999999995,16.9,acceptable,captivity,AnAge,AnAge
Aves,Lamprotornis,superbus,Superb starling,0.0649,25.0,acceptable,captivity,AnAge,AnAge
Aves,Leucopsar,rothschildi,Bali mynah,0.095,25.0,acceptable,captivity,AnAge,AnAge
Aves,Sturnus,vulgaris,European starling,0.074,22.9,acceptable,wild,AnAge,AnAge
Aves,Chamaea,fasciata,Wrentit,0.0147,12.6,acceptable,wild,AnAge,AnAge
Aves,Sylvia,atricapilla,Blackcap,0.0167,13.8,acceptable,wild,AnAge,AnAge
Aves,Sylvia,borin,Garden warbler,0.0246,24.0,acceptable,captivity,AnAge,AnAge
Aves,Sylvia,communis,"Common whitethroat, or Whitethroat",0.0177,9.0,acceptable,wild,AnAge,AnAge
Aves,Sylvia,curruca,Lesser whitethroat,0.0114,9.0,acceptable,wild,AnAge,AnAge
Aves,Sylvia,melanocephala,Sardinian warbler,0.011699999999999999,8.3,acceptable,wild,AnAge,AnAge
Aves,Sylvia,nisoria,Barred warbler,0.0225,11.9,acceptable,wild,AnAge,AnAge
Aves,Cercomacra,tyrannina,Dusky antbird,0.016300000000000002,13.0,acceptable,wild,AnAge,AnAge
Aves,Hylophylax,naevioides,Spotted antbird,0.0178,14.0,acceptable,wild,AnAge,AnAge
Aves,Camarhynchus,parvulus,Small tree finch,0.0132,15.0,acceptable,wild,AnAge,AnAge
Aves,Camarhynchus,pauper,Medium tree finch,0.016,12.0,acceptable,wild,AnAge,AnAge
Aves,Coereba,flaveola,Bananaquit,0.0101,8.6,acceptable,wild,AnAge,AnAge
Aves,Cyanerpes,caeruleus,Purple honeycreeper,0.012,17.0,acceptable,captivity,AnAge,AnAge
Aves,Eucometis,penicillata,Gray-headed tanager,0.027,10.0,acceptable,wild,AnAge,AnAge
Aves,Geospiza,fuliginosa,Small ground finch,0.0145,15.0,acceptable,wild,AnAge,AnAge
Aves,Loxigilla,portoricensis,Puerto rican bullfinch,0.032100000000000004,15.6,acceptable,wild,AnAge,AnAge
Aves,Sporophila,torqueola,White-collared seedeater,0.0087,11.7,acceptable,wild,AnAge,AnAge
Aves,Thraupis,episcopus,Blue-grey tanager,0.035,9.5,acceptable,wild,AnAge,AnAge
Aves,Campylorhynchus,brunneicapillus,Cactus wren,0.0389,7.3,acceptable,wild,AnAge,AnAge
Aves,Thryomanes,bewickii,Bewick's wren,0.009800000000000001,8.0,acceptable,wild,AnAge,AnAge
Aves,Thryothorus,ludovicianus,Carolina wren,0.0175,9.2,acceptable,wild,AnAge,AnAge
Aves,Troglodytes,aedon,House wren,0.009699999999999999,9.0,acceptable,wild,AnAge,AnAge
Aves,Troglodytes,troglodytes,Winter wren,0.0091,7.0,acceptable,unknown,AnAge,AnAge
Aves,Catharus,bicknelli,Bicknell's thrush,0.0275,11.9,acceptable,wild,AnAge,AnAge
Aves,Catharus,fuscescens,Veery,0.0288,10.1,acceptable,wild,AnAge,AnAge
Aves,Catharus,guttatus,Hermit thrush,0.027800000000000002,10.8,acceptable,wild,AnAge,AnAge
Aves,Catharus,minimus,Grey-cheeked thrush,0.0248,7.3,acceptable,wild,AnAge,AnAge
Aves,Catharus,ustulatus,Swainson's thrush,0.027899999999999998,11.0,acceptable,unknown,AnAge,AnAge
Aves,Hylocichla,mustelina,Wood thrush,0.0433,10.2,acceptable,wild,AnAge,AnAge
Aves,Ixoreus,naevius,Varied thrush,0.0785,5.6,acceptable,wild,AnAge,AnAge
Aves,Sialia,currucoides,Mountain bluebird,0.0296,9.0,acceptable,wild,AnAge,AnAge
Aves,Sialia,mexicana,Western bluebird,0.0265,8.7,acceptable,wild,AnAge,AnAge
Aves,Sialia,sialis,Eastern bluebird,0.0305,10.5,acceptable,wild,AnAge,AnAge
Aves,Turdus,grayi,Clay-colored robin,0.074,9.6,acceptable,wild,AnAge,AnAge
Aves,Turdus,iliacus,Redwing,0.061200000000000004,18.8,acceptable,wild,AnAge,AnAge
Aves,Turdus,merula,"Common blackbird, or Eurasian blackbird",0.1032,21.8,acceptable,wild,AnAge,AnAge
Aves,Turdus,migratorius,American robin,0.0755,17.0,acceptable,unknown,AnAge,AnAge
Aves,Turdus,philomelos,Song thrush,0.0678,17.7,acceptable,wild,AnAge,AnAge
Aves,Turdus,pilaris,Fieldfare,0.106,18.1,acceptable,wild,AnAge,AnAge
Aves,Turdus,plumbeus,Red-legged thrush,0.07529999999999999,14.6,acceptable,wild,AnAge,AnAge
Aves,Turdus,torquatus,Ring ouzel,0.109,9.1,acceptable,wild,AnAge,AnAge
Aves,Turdus,viscivorus,Mistle thrush,0.1175,21.2,acceptable,wild,AnAge,AnAge
Aves,Zoothera,heinei,Russet-tailed thrush,0.111,1.0,acceptable,wild,AnAge,AnAge
Aves,Zoothera,lunulata,Bassian thrush,0.1295,0.6,acceptable,wild,AnAge,AnAge
Aves,Camptostoma,imberbe,Northern beardless tyrannulet,0.0074,5.8,acceptable,wild,AnAge,AnAge
Aves,Contopus,cooperi,Olive-sided flycatcher,0.032799999999999996,11.1,acceptable,wild,AnAge,AnAge
Aves,Contopus,sordidulus,Western wood pewee,0.0128,8.1,acceptable,wild,AnAge,AnAge
Aves,Contopus,virens,Eastern wood pewee,0.013900000000000001,8.2,acceptable,wild,AnAge,AnAge
Aves,Elaenia,martinica,Caribbean elaenia,0.0209,13.6,acceptable,wild,AnAge,AnAge
Aves,Empidonax,alnorum,Alder flycatcher,0.0135,9.1,acceptable,wild,AnAge,AnAge
Aves,Empidonax,difficilis,Pacific-slope flycatcher,0.011,6.9,acceptable,wild,AnAge,AnAge
Aves,Empidonax,hammondii,Hammond's flycatcher,0.0104,7.0,acceptable,wild,AnAge,AnAge
Aves,Empidonax,minimus,Least flycatcher,0.01,8.0,acceptable,wild,AnAge,AnAge
Aves,Empidonax,oberholseri,Dusky flycatcher,0.01095,9.0,acceptable,wild,AnAge,AnAge
Aves,Empidonax,traillii,Willow flycatcher,0.0126,11.0,acceptable,wild,AnAge,AnAge
Aves,Empidonax,virescens,Acadian flycatcher,0.0126,12.1,acceptable,wild,AnAge,AnAge
Aves,Myiarchus,antillarum,Puerto rican flycatcher,0.023399999999999997,13.6,acceptable,wild,AnAge,AnAge
Aves,Myiarchus,cinerascens,Ash-throated flycatcher,0.0285,11.9,acceptable,wild,AnAge,AnAge
Aves,Myiarchus,crinitus,Great crested flycatcher,0.032100000000000004,14.9,acceptable,wild,AnAge,AnAge
Aves,Myiarchus,tyrannulus,Brown-crested flycatcher,0.035,11.0,acceptable,wild,AnAge,AnAge
Aves,Pyrocephalus,rubinus,Vermilion flycatcher,0.01287,5.5,acceptable,wild,AnAge,AnAge
Aves,Sayornis,nigricans,Black phoebe,0.01825,8.0,acceptable,wild,AnAge,AnAge
Aves,Sayornis,phoebe,Eastern phoebe,0.0197,10.3,acceptable,unknown,AnAge,AnAge
Aves,Tyrannus,tyrannus,Eastern kingbird,0.0399,11.1,acceptable,wild,AnAge,AnAge
Aves,Tyrannus,verticalis,Western kingbird,0.0407,6.9,acceptable,wild,AnAge,AnAge
Aves,Vireo,atricapilla,Black-capped vireo,0.00865,12.0,acceptable,wild,AnAge,AnAge
Aves,Vireo,bellii,Bell's vireo,0.01,9.1,acceptable,wild,AnAge,AnAge
