Class,Genus,Species,Common_name,Mass_kg,Max_longevity_yr,Data_quality,Specimen_origin,Mass_source,Longevity_source
Mammalia,Meriones,persicus,Persian jird,0.1,6.0,acceptable,captivity,AnAge,AnAge
Mammalia,Meriones,unguiculatus,Mongolian jird,0.053200000000000004,6.3,acceptable,captivity,AnAge,AnAge
Mammalia,Meriones,vinogradovi,Vinogradov's jird,0.15,6.7,acceptable,captivity,AnAge,AnAge
Mammalia,Mesembriomys,gouldii,Black-footed tree rat,0.9,7.8,acceptable,captivity,AnAge,AnAge
Mammalia,Mesembriomys,macrurus,Golden-backed tree rat,0.2685,7.1,acceptable,captivity,AnAge,AnAge
Mammalia,Micaelamys,namaquensis,"Namaqua rock rat, or Rock mouse",0.0476,4.7,acceptable,captivity,AnAge,AnAge
Mammalia,Micromys,minutus,Old World harvest mouse,0.006,3.8,acceptable,captivity,AnAge,AnAge
Mammalia,Millardia,gleadowi,Sand-colored rat,0.07,4.0,acceptable,captivity,AnAge,AnAge
Mammalia,Mus,minutoides,"Southern African pygmy mouse, or Pygmy mouse",0.0072,4.3,acceptable,captivity,AnAge,AnAge
Mammalia,Mus,musculus,House mouse,0.0205,4.0,high,captivity,AnAge,AnAge
Mammalia,Mus,spicilegus,Mound-building mouse,0.019899999999999998,3.5,acceptable,captivity,AnAge,AnAge
Mammalia,Notomys,alexis,Spinifex hopping mouse,0.035,6.4,acceptable,captivity,AnAge,AnAge
Mammalia,Notomys,mitchellii,Mitchell's hopping mouse,0.052,5.3,acceptable,captivity,AnAge,AnAge
Mammalia,Pachyuromys,duprasi,Fat-tailed gerbil,0.04,8.3,acceptable,captivity,AnAge,AnAge
Mammalia,Phloeomys,cumingi,Slender-tailed cloud rat,1.75,13.6,acceptable,captivity,AnAge,AnAge
Mammalia,Phloeomys,pallidus,Northern Luzon slender-tailed cloud rat,1.744,10.7,acceptable,captivity,AnAge,AnAge
Mammalia,Pogonomys,macrourus,"Chestnut pogonomys, or Long-tailed tree mouse",0.057,3.1,acceptable,captivity,AnAge,AnAge
Mammalia,Praomys,tullbergi,"Tullberg's praomys, or Tullberg's rock rat",0.03,5.2,acceptable,captivity,AnAge,AnAge
Mammalia,Psammomys,obesus,Fat sand rat,0.212,3.2,acceptable,captivity,AnAge,AnAge
Mammalia,Pseudomys,australis,"Plains mouse, or Australian native mouse",0.065,7.9,acceptable,captivity,AnAge,AnAge
Mammalia,Pseudomys,chapmani,Western pebble-mound mouse,0.012,6.8,acceptable,captivity,AnAge,AnAge
Mammalia,Pseudomys,fumeus,Smoky mouse,0.07,6.5,acceptable,captivity,AnAge,AnAge
Mammalia,Pseudomys,laborifex,Kimberly mouse,0.012,6.9,acceptable,captivity,AnAge,AnAge
Mammalia,Pseudomys,shortridgei,Heath mouse,0.064,6.0,acceptable,captivity,AnAge,AnAge
Mammalia,Rattus,fuscipes,Bush rat,0.13,5.3,acceptable,captivity,AnAge,AnAge
Mammalia,Rattus,lutreolus,Australian swamp rat,0.115,4.4,acceptable,captivity,AnAge,AnAge
Mammalia,Rattus,norvegicus,Norway rat,0.3,3.8,acceptable,captivity,AnAge,AnAge
Mammalia,Rattus,rattus,Rat,0.2,4.2,acceptable,captivity,AnAge,AnAge
Mammalia,Rhabdomys,pumilio,Four-striped grass mouse,0.051,4.5,acceptable,captivity,AnAge,AnAge
Mammalia,Rhombomys,opimus,Great gerbil,0.285,4.5,acceptable,captivity,AnAge,AnAge
Mammalia,Sekeetamys,calurus,Bushy-tailed jird,0.065,7.3,acceptable,captivity,AnAge,AnAge
Mammalia,Tatera,indica,Indian gerbil,0.1467,7.0,acceptable,captivity,AnAge,AnAge
Mammalia,Zyzomys,palatilis,Carpentarian rock rat,0.123,6.2,acceptable,captivity,AnAge,AnAge
Mammalia,Zyzomys,pedunculatus,Central rock rat,0.1,7.5,acceptable,captivity,AnAge,AnAge
Mammalia,Myocastor,coypus,Nutria,7.85,19.0,acceptable,captivity,AnAge,AnAge
Mammalia,Cricetomys,emini,Giant rat,1.3,7.4,acceptable,captivity,AnAge,AnAge
Mammalia,Cricetomys,gambianus,Gambian rat,1.5,8.4,acceptable,captivity,AnAge,AnAge
Mammalia,Dendromus,melanotis,Gray climbing mouse,0.0074,4.2,acceptable,captivity,AnAge,AnAge
Mammalia,Dendromus,mesomelas,Brant's climbing mouse,0.013,3.3,acceptable,captivity,AnAge,AnAge
Mammalia,Hypogeomys,antimena,Malagasy giant rat,1.25,12.6,acceptable,captivity,AnAge,AnAge
Mammalia,Mystromys,albicaudatus,White-tailed mouse,0.106,6.3,acceptable,captivity,AnAge,AnAge
Mammalia,Saccostomus,campestris,Pouched mouse,0.0474,4.5,acceptable,captivity,AnAge,AnAge
Mammalia,Octodon,degus,Degu,0.235,14.0,acceptable,captivity,AnAge,AnAge
Mammalia,Spalacopus,cyanus,Coruro,0.098,10.8,acceptable,captivity,AnAge,AnAge
Mammalia,Pedetes,capensis,"South African springhare, or Springhare",3.5,20.0,acceptable,captivity,AnAge,AnAge
Mammalia,Ammospermophilus,harrisii,Harris's antelope squirrel,0.126,10.6,acceptable,captivity,AnAge,AnAge
Mammalia,Ammospermophilus,leucurus,White-tailed antelope squirrel,0.105,11.2,acceptable,captivity,AnAge,AnAge
Mammalia,Callosciurus,caniceps,Gray-bellied squirrel,0.257,13.7,acceptable,captivity,AnAge,AnAge
Mammalia,Callosciurus,erythraeus,Pallas's squirrel,0.272,17.0,acceptable,captivity,AnAge,AnAge
Mammalia,Callosciurus,notatus,Plantain squirrel,0.19,14.8,acceptable,captivity,AnAge,AnAge
Mammalia,Callosciurus,prevostii,Prevost's squirrel,0.4,21.1,acceptable,captivity,AnAge,AnAge
Mammalia,Callospermophilus,lateralis,Golden-mantled ground squirrel,0.1576,10.4,acceptable,captivity,AnAge,AnAge
Mammalia,Cynomys,ludovicianus,Black-tailed prairie dog,1.125,15.0,acceptable,captivity,AnAge,AnAge
Mammalia,Funisciurus,anerythrus,Thomas's rope squirrel,0.218,10.0,acceptable,captivity,AnAge,AnAge
Mammalia,Funisciurus,pyrropus,Fire-footed rope squirrel,0.2717,9.5,acceptable,captivity,AnAge,AnAge
Mammalia,Glaucomys,sabrinus,Northern flying squirrel,0.149,14.2,acceptable,captivity,AnAge,AnAge
Mammalia,Glaucomys,volans,Southern flying squirrel,0.0654,19.0,acceptable,captivity,AnAge,AnAge
Mammalia,Heliosciurus,rufobrachium,Red-legged sun squirrel,0.3265,8.7,acceptable,captivity,AnAge,AnAge
Mammalia,Ictidomys,tridecemlineatus,Thirteen-lined ground squirrel,0.1727,7.9,acceptable,captivity,AnAge,AnAge
Mammalia,Marmota,flaviventris,Yellow-bellied marmot,3.5,21.2,acceptable,captivity,AnAge,AnAge
Mammalia,Marmota,marmota,Alpine marmot,3.5,17.4,acceptable,captivity,AnAge,AnAge
Mammalia,Marmota,monax,Woodchuck,4.0,14.0,acceptable,captivity,AnAge,AnAge
Mammalia,Marmota,vancouverensis,Vancouver marmot,4.75,12.1,acceptable,captivity,AnAge,AnAge
Mammalia,Otospermophilus,variegatus,Rock squirrel,0.663,9.8,acceptable,captivity,AnAge,AnAge
Mammalia,Petaurista,alborufus,Red and white giant flying squirrel,1.7,21.4,acceptable,captivity,AnAge,AnAge
Mammalia,Petaurista,leucogenys,Japanese giant flying squirrel,1.65,19.2,acceptable,captivity,AnAge,AnAge
Mammalia,Poliocitellus,franklinii,Franklin's ground squirrel,0.459,7.2,acceptable,captivity,AnAge,AnAge
Mammalia,Pteromys,volans,Siberian flying squirrel,0.13,11.4,acceptable,captivity,AnAge,AnAge
Mammalia,Ratufa,bicolor,Black giant squirrel,2.0,19.0,acceptable,captivity,AnAge,AnAge
Mammalia,Ratufa,indica,Indian giant squirrel,2.0,20.0,acceptable,captivity,AnAge,AnAge
Mammalia,Sciurus,aureogaster,Red-bellied squirrel,0.6,11.5,acceptable,captivity,AnAge,AnAge
Mammalia,Sciurus,carolinensis,Eastern gray squirrel,0.533,23.6,acceptable,captivity,AnAge,AnAge
Mammalia,Sciurus,granatensis,Red-tailed squirrel,0.374,11.5,acceptable,captivity,AnAge,AnAge
Mammalia,Sciurus,niger,Eastern fox squirrel,0.8,16.0,acceptable,captivity,AnAge,AnAge
Mammalia,Sciurus,variegatoides,Variegated squirrel,0.485,15.1,acceptable,captivity,AnAge,AnAge
Mammalia,Sciurus,vulgaris,Eurasian red squirrel,0.6,14.8,acceptable,captivity,AnAge,AnAge
Mammalia,Spermophilus,citellus,European ground squirrel,0.217,6.7,acceptable,captivity,AnAge,AnAge
Mammalia,Spermophilus,pygmaeus,Little ground squirrel,0.136,7.1,acceptable,captivity,AnAge,AnAge
Mammalia,Sundasciurus,hippurus,Horse-tailed squirrel,0.3125,14.0,acceptable,captivity,AnAge,AnAge
Mammalia,Sundasciurus,lowii,Low's squirrel,0.067,11.1,acceptable,captivity,AnAge,AnAge
Mammalia,Sundasciurus,tenuis,Slender squirrel,0.075,10.0,acceptable,captivity,AnAge,AnAge
Mammalia,Tamias,dorsalis,Cliff chipmunk,0.0628,12.6,acceptable,captivity,AnAge,AnAge
Mammalia,Tamias,minimus,Least chipmunk,0.0441,10.0,acceptable,captivity,AnAge,AnAge
Mammalia,Tamias,sibiricus,Siberian chipmunk,0.085,9.6,acceptable,captivity,AnAge,AnAge
Mammalia,Tamias,striatus,Eastern chipmunk,0.096,9.5,acceptable,captivity,AnAge,AnAge
Mammalia,Tamias,townsendii,Townsend's chipmunk,0.075,9.3,acceptable,captivity,AnAge,AnAge
Mammalia,Tamiasciurus,hudsonicus,Red squirrel,0.2,9.8,acceptable,captivity,AnAge,AnAge
Mammalia,Xerospermophilus,mohavensis,Mohave ground squirrel,0.15,7.8,acceptable,captivity,AnAge,AnAge
Mammalia,Xerospermophilus,tereticaudus,Round-tailed ground squirrel,0.1633,8.9,acceptable,captivity,AnAge,AnAge
Mammalia,Xerus,erythropus,Striped ground squirrel,0.6,10.3,acceptable,captivity,AnAge,AnAge
Mammalia,Xerus,inauris,South African ground squirrel,0.588,11.5,acceptable,captivity,AnAge,AnAge
Mammalia,Cannomys,badius,Lesser bamboo rat,0.65,4.8,acceptable,captivity,AnAge,AnAge
Mammalia,Spalax,ehrenbergi,Palestine mole rat,0.16,20.2,acceptable,captivity,AnAge,AnAge
Mammalia,Thryonomys,swinderianus,Greater cane rat,6.6,5.4,acceptable,captivity,AnAge,AnAge
Mammalia,Tupaia,belangeri,Northern tree shrew,0.2,11.1,acceptable,captivity,AnAge,AnAge
Mammalia,Tupaia,glis,Common tree shrew,0.2,12.4,acceptable,captivity,AnAge,AnAge
Mammalia,Tupaia,minor,Pygmy tree shrew,0.0586,12.2,acceptable,captivity,AnAge,AnAge
Mammalia,Tupaia,tana,Large tree shrew,0.1978,11.6,acceptable,captivity,AnAge,AnAge
Mammalia,Urogale,everetti,Mindanao tree shrew,0.35,11.5,acceptable,captivity,AnAge,AnAge
Mammalia,Dugong,dugon,Dugong,360.0,73.0,acceptable,captivity,AnAge,AnAge
Mammalia,Trichechus,inunguis,Amazonian manatee,480.0,40.0,acceptable,captivity,AnAge,AnAge
Mammalia,Trichechus,manatus,West Indian manatee,322.0,69.0,acceptable,captivity,AnAge,AnAge
Mammalia,Solenodon,paradoxus,Hispaniolan solenodon,1.0,12.1,acceptable,captivity,AnAge,AnAge
Mammalia,Blarina,brevicauda,Northern short-tailed shrew,0.0216,2.2,acceptable,captivity,AnAge,AnAge
Mammalia,Blarina,hylophaga,Elliot's short-tailed shrew,0.0145,2.8,acceptable,captivity,AnAge,AnAge
Mammalia,Crocidura,flavescens,Greater red musk shrew,0.045,2.2,acceptable,captivity,AnAge,AnAge
Mammalia,Crocidura,leucodon,Bicolored shrew,0.011,2.9,acceptable,captivity,AnAge,AnAge
Mammalia,Crocidura,russula,White-toothed shrew,0.0116,4.0,acceptable,captivity,AnAge,AnAge
Mammalia,Crocidura,suaveolens,Lesser shrew,0.0077,2.8,acceptable,captivity,AnAge,AnAge
Mammalia,Cryptotis,parva,Least shrew,0.0045,3.5,acceptable,captivity,AnAge,AnAge
Mammalia,Myosorex,varius,Forest shrew,0.0175,2.1,acceptable,captivity,AnAge,AnAge
Mammalia,Neomys,fodiens,Eurasian water shrew,0.015,3.1,acceptable,captivity,AnAge,AnAge
Mammalia,Sorex,araneus,Eurasian shrew,0.009,3.2,acceptable,captivity,AnAge,AnAge
Mammalia,Sorex,caecutiens,Laxmann's shrew,0.0054,3.0,acceptable,captivity,AnAge,AnAge
Mammalia,Suncus,murinus,Asian house shrew,0.045899999999999996,3.2,acceptable,captivity,AnAge,AnAge
Mammalia,Mogera,wogura,Japanese mole,0.097,3.2,acceptable,captivity,AnAge,AnAge
Mammalia,Scalopus,aquaticus,Eastern mole,0.09,6.2,acceptable,wild,AnAge,AnAge
Mammalia,Orycteropus,afer,Aardvark,60.0,29.8,acceptable,captivity,AnAge,AnAge
Reptilia,Alligator,mississippiensis,American alligator,150.0,77.0,high,captivity,AnAge,AnAge
Reptilia,Alligator,sinensis,Chinese alligator,14.6,65.0,acceptable,captivity,AnAge,AnAge
Reptilia,Caiman,crocodilus,Spectacled caiman,10.9,40.0,acceptable,captivity,AnAge,AnAge
Reptilia,Caiman,latirostris,Broad-snouted caiman,14.6,58.0,acceptable,captivity,AnAge,AnAge
Reptilia,Melanosuchus,niger,Black caiman,82.0,40.0,acceptable,captivity,AnAge,AnAge
Reptilia,Paleosuchus,palpebrosus,Dwarf caiman,5.9,24.1,acceptable,captivity,AnAge,AnAge
Reptilia,Paleosuchus,trigonatus,Smooth-fronted caiman,7.5,40.0,acceptable,captivity,AnAge,AnAge
Reptilia,Crocodylus,acutus,American crocodile,76.7,47.0,acceptable,captivity,AnAge,AnAge
Reptilia,Crocodylus,intermedius,Orinoco crocodile,107.9,41.0,acceptable,captivity,AnAge,AnAge
Reptilia,Crocodylus,moreletii,Morelet's crocodile,38.5,25.4,acceptable,captivity,AnAge,AnAge
Reptilia,Crocodylus,niloticus,Nile crocodile,94.2,56.0,acceptable,captivity,AnAge,AnAge
Reptilia,Crocodylus,novaeguineae,New Guinea crocodile,39.9,51.0,acceptable,captivity,AnAge,AnAge
Reptilia,Crocodylus,palustris,"Mugger, or Marsh crocodile",42.7,44.0,acceptable,captivity,AnAge,AnAge
Reptilia,Crocodylus,rhombifer,Cuban crocodile,57.5,48.0,acceptable,captivity,AnAge,AnAge
Reptilia,Crocodylus,siamensis,Siamese crocodile,42.5,49.0,acceptable,captivity,AnAge,AnAge
Reptilia,Mecistops,cataphractus,African slender-snouted crocodile,50.5,56.1,acceptable,captivity,AnAge,AnAge
Reptilia,Osteolaemus,tetraspis,West African dwarf crocodile,40.0,70.0,acceptable,captivity,AnAge,AnAge
Reptilia,Gavialis,gangeticus,Gharial,153.0,59.0,acceptable,captivity,AnAge,AnAge
Reptilia,Tomistoma,schlegelii,False gharial,119.0,24.7,acceptable,captivity,AnAge,AnAge
Reptilia,Sphenodon,punctatus,Tuatara,0.43,90.0,acceptable,captivity,AnAge,AnAge
Reptilia,Acrochordus,arafurae,Arafura filesnake,6.107,8.8,acceptable,captivity,AnAge,AnAge
Reptilia,Acanthocercus,atricollis,"Black-necked agama, or Plains agama",0.081495,6.0,acceptable,captivity,AnAge,AnAge
Reptilia,Agama,impalearis,Bibron's agama,0.06418,6.0,acceptable,captivity,AnAge,AnAge
Reptilia,Calotes,versicolor,Indian changeable lizard,0.02004,5.0,acceptable,captivity,AnAge,AnAge
Reptilia,Chlamydosaurus,kingii,Frilled lizard,0.449125,9.9,acceptable,captivity,AnAge,AnAge
Reptilia,Physignathus,cocincinus,"Chinese water dragon, or Water dragon",0.19341999999999998,15.3,acceptable,captivity,AnAge,AnAge
Reptilia,Pogona,barbata,Eastern bearded dragon,0.24406,9.9,acceptable,captivity,AnAge,AnAge
Reptilia,Uromastyx,acanthinura,North African spiny dabb lizard,0.525,11.4,acceptable,captivity,AnAge,AnAge
Reptilia,Uromastyx,aegyptia,Egyptian spiny-tailed lizard,0.85173,15.3,acceptable,captivity,AnAge,AnAge
Reptilia,Amphisbaena,alba,Red worm lizard,0.21,15.1,acceptable,captivity,AnAge,AnAge
Reptilia,Anguis,fragilis,Slow worm,0.011654999999999999,54.0,acceptable,captivity,AnAge,AnAge
Reptilia,Elgaria,kingii,Madrean alligator lizard,0.01,12.3,acceptable,captivity,AnAge,AnAge
Reptilia,Elgaria,multicarinata,Southern alligator lizard,0.0315,9.8,acceptable,captivity,AnAge,AnAge
Reptilia,Ophisaurus,ventralis,Eastern glass lizard,0.023715,14.8,acceptable,captivity,AnAge,AnAge
Reptilia,Pseudopus,apodus,"European glass lizard, or Armored glass lizard",0.45,54.0,acceptable,unknown,AnAge,AnAge
Reptilia,Blanus,cinereus,"Mediterranean worm lizard, or Spanish grey amphisbaena",0.006,16.0,acceptable,captivity,AnAge,AnAge
Reptilia,Boa,constrictor,Boa constrictor,3.532,40.4,acceptable,captivity,AnAge,AnAge
Reptilia,Chilabothrus,chrysogaster,"Turks boa, or Caicos boa",1.306,14.2,acceptable,captivity,AnAge,AnAge
Reptilia,Corallus,hortulanus,Amazonian tree boa,1.906,15.0,acceptable,captivity,AnAge,AnAge
Reptilia,Epicrates,cenchria,Rainbow boa,1.306,31.0,acceptable,captivity,AnAge,AnAge
Reptilia,Eunectes,murinus,Green anaconda,97.5,31.8,acceptable,captivity,AnAge,AnAge
Reptilia,Candoia,aspera,New Guinea boa,0.384,9.9,acceptable,captivity,AnAge,AnAge
Reptilia,Candoia,carinata,Pacific ground boa,0.384,16.6,acceptable,captivity,AnAge,AnAge
Reptilia,Underwoodisaurus,milii,Thick-tailed gecko,0.0096,12.0,acceptable,captivity,AnAge,AnAge
Reptilia,Chamaeleo,chamaeleon,Common chameleon,0.03649,3.6,acceptable,captivity,AnAge,AnAge
Reptilia,Chamaeleo,dilepis,Flapneck chameleon,0.02231,4.0,acceptable,captivity,AnAge,AnAge
Reptilia,Furcifer,labordi,Labord's chameleon,0.00873,1.3,acceptable,captivity,AnAge,AnAge
Reptilia,Trioceros,jacksonii,Jackson's chameleon,0.032565,8.2,acceptable,captivity,AnAge,AnAge
Reptilia,Charina,bottae,Rubber boa,0.219,26.5,acceptable,captivity,AnAge,AnAge
Reptilia,Lichanura,trivirgata,Rosy boa,0.45,31.0,acceptable,captivity,AnAge,AnAge
Reptilia,Arizona,elegans,Glossy snake,2.189,19.1,acceptable,captivity,AnAge,AnAge
Reptilia,Bogertophis,subocularis,Trans-pecos rat snake,1.839,23.8,acceptable,captivity,AnAge,AnAge
Reptilia,Boiga,cynodon,Dog-tooth cat snake,8.324,9.6,acceptable,captivity,AnAge,AnAge
Reptilia,Boiga,dendrophila,"Gold-ringed cat snake, or Mangrove snake",6.107,17.0,acceptable,captivity,AnAge,AnAge
Reptilia,Boiga,irregularis,Brown tree snake,4.748,13.1,acceptable,captivity,AnAge,AnAge
Reptilia,Cemophora,coccinea,Scarlet snake,0.219,10.4,acceptable,captivity,AnAge,AnAge
Reptilia,Chilomeniscus,stramineus,Banded sand snake,0.006,4.0,acceptable,captivity,AnAge,AnAge
Reptilia,Clelia,clelia,Mussarana,1.587,11.5,acceptable,captivity,AnAge,AnAge
Reptilia,Clonophis,kirtlandii,Kirtland's snake,0.091,8.4,acceptable,captivity,AnAge,AnAge
Reptilia,Coluber,constrictor,"Eastern racer, or Northern black racer",1.5945,10.0,acceptable,unknown,AnAge,AnAge
Reptilia,Dasypeltis,scabra,"Rhombic egg eater, or African egg-eating snake",0.07225,22.1,acceptable,captivity,AnAge,AnAge
Reptilia,Dispholidus,typus,Boomslang,3.765,8.7,acceptable,captivity,AnAge,AnAge
Reptilia,Drymarchon,corais,Indigo snake,7.118,25.9,acceptable,captivity,AnAge,AnAge
Reptilia,Elaphe,guttata,Corn snake,0.9,32.3,high,captivity,AnAge,AnAge
Reptilia,Elaphe,quadrivirgata,Japanese four-lined ratsnake,6.561,16.8,acceptable,captivity,AnAge,AnAge
Reptilia,Elaphe,vulpina,Eastern fox snake,2.227,17.0,acceptable,captivity,AnAge,AnAge
Reptilia,Farancia,abacura,"Mud snake, or Western mud snake",3.454,19.0,acceptable,unknown,AnAge,AnAge
Reptilia,Gonyosoma,oxycephalum,Red-tailed rat snake,5.399,15.1,acceptable,captivity,AnAge,AnAge
Reptilia,Heterodon,nasicus,"Western hognose snake, or Mexican hognose snake",0.35,19.8,acceptable,captivity,AnAge,AnAge
Reptilia,Hypsiglena,torquata,Night snake,0.104,12.2,acceptable,captivity,AnAge,AnAge
Reptilia,Lampropeltis,alterna,Gray-banded kingsnake,1.228,19.7,acceptable,captivity,AnAge,AnAge
Reptilia,Lampropeltis,calligaster,Prairie kingsnake,1.13,23.8,acceptable,captivity,AnAge,AnAge
Reptilia,Lampropeltis,getula,Common kingsnake,2.041,33.3,acceptable,captivity,AnAge,AnAge
Reptilia,Lampropeltis,pyromelana,Sonoran mountain kingsnake,0.432,22.4,acceptable,captivity,AnAge,AnAge
Reptilia,Lampropeltis,triangulum,Milk snake,0.95,22.6,acceptable,captivity,AnAge,AnAge
Reptilia,Lampropeltis,zonata,California mountain kingsnake,0.407,28.8,acceptable,captivity,AnAge,AnAge
Reptilia,Macroprotodon,cucullatus,False smooth snake,0.104,5.9,acceptable,captivity,AnAge,AnAge
Reptilia,Masticophis,flagellum,Coachwhip,6.484,20.2,acceptable,captivity,AnAge,AnAge
Reptilia,Natrix,natrix,European grass snake,0.09625,20.0,acceptable,captivity,AnAge,AnAge
Reptilia,Nerodia,erythrogaster,Plainbelly water snake,1.499,14.8,acceptable,captivity,AnAge,AnAge
Reptilia,Nerodia,sipedon,Northern water snake,1.306,9.6,acceptable,captivity,AnAge,AnAge
Reptilia,Opheodrys,aestivus,Rough greensnake,0.601,7.2,acceptable,captivity,AnAge,AnAge
Reptilia,Opheodrys,vernalis,Smooth green snake,0.104,6.1,acceptable,captivity,AnAge,AnAge
Reptilia,Oxybelis,aeneus,Brown vine snake,1.359,15.2,acceptable,captivity,AnAge,AnAge
Reptilia,Pituophis,catenifer,Gopher snake,7.2755,33.8,acceptable,captivity,AnAge,AnAge
Reptilia,Pituophis,melanoleucus,"Pine snake, or Bull snake",6.407,22.4,acceptable,captivity,AnAge,AnAge
Reptilia,Regina,septemvittata,Queen snake,0.298,19.3,acceptable,captivity,AnAge,AnAge
Reptilia,Rhinocheilus,lecontei,"Long-nosed snake, or Western long-nosed snake",0.432,19.8,acceptable,captivity,AnAge,AnAge
Reptilia,Salvadora,hexalepis,Western patch-nosed snake,0.585,14.3,acceptable,captivity,AnAge,AnAge
Reptilia,Senticolis,triaspis,Green rat snake,0.753,19.8,acceptable,captivity,AnAge,AnAge
Reptilia,Spilotes,pullatus,Tropical rat snake,3.983,17.5,acceptable,captivity,AnAge,AnAge
Reptilia,Storeria,dekayi,Brown snake,0.045,7.0,acceptable,captivity,AnAge,AnAge
Reptilia,Thamnophis,butleri,Butler's garter snake,0.125,14.0,acceptable,captivity,AnAge,AnAge
Reptilia,Thamnophis,couchii,Western aquatic garter snake,0.958,7.7,acceptable,captivity,AnAge,AnAge
Reptilia,Thamnophis,cyrtopsis,Eastern blackneck garter snake,0.441,10.8,acceptable,captivity,AnAge,AnAge
Reptilia,Thamnophis,elegans,Western terrestrial garter snake,0.4,17.8,acceptable,captivity,AnAge,AnAge
Reptilia,Thamnophis,marcianus,Checkered garter snake,0.434,7.0,acceptable,unknown,AnAge,AnAge
Reptilia,Thamnophis,ordinoides,Northwestern garter snake,0.329,15.8,acceptable,captivity,AnAge,AnAge
Reptilia,Thamnophis,radix,Plains garter snake,0.512,8.4,acceptable,captivity,AnAge,AnAge
Reptilia,Thamnophis,sauritus,Eastern ribbonsnake,0.407,10.6,acceptable,captivity,AnAge,AnAge
Reptilia,Thamnophis,sirtalis,Common garter snake,0.15,14.0,acceptable,captivity,AnAge,AnAge
Reptilia,Trimorphodon,biscutatus,Western lyresnake,0.682,11.8,acceptable,captivity,AnAge,AnAge
Reptilia,Virginia,striatula,Rough earth snake,0.012,7.2,acceptable,captivity,AnAge,AnAge
Reptilia,Virginia,valeriae,Smooth earth snake,0.022,9.5,acceptable,captivity,AnAge,AnAge
Reptilia,Cordylus,cordylus,"Cape girdled lizard, or Rough-scaled girdled lizard",0.0173,15.6,acceptable,captivity,AnAge,AnAge
Reptilia,Gerrhosaurus,major,Rough-scaled plated lizard,0.284,24.0,acceptable,captivity,AnAge,AnAge
Reptilia,Platysaurus,guttatus,Lesser flat lizard,0.012199999999999999,15.6,acceptable,captivity,AnAge,AnAge
Reptilia,Basiliscus,plumifrons,Green basilisk,0.06620000000000001,13.0,acceptable,captivity,AnAge,AnAge
Reptilia,Basiliscus,vittatus,Brown basilisk,0.06087,9.1,acceptable,captivity,AnAge,AnAge
Reptilia,Corytophanes,cristatus,Smooth helmeted iguana,0.0434,7.1,acceptable,captivity,AnAge,AnAge
Reptilia,Anolis,carolinensis,Green anole,0.002455,7.2,acceptable,captivity,AnAge,AnAge
Reptilia,Anolis,cuvieri,Puerto Rican giant anole,0.0466,9.2,acceptable,captivity,AnAge,AnAge
Reptilia,Anolis,equestris,Knight anole,0.056,16.5,acceptable,captivity,AnAge,AnAge
Reptilia,Anolis,roquet,"Martinique's anole, or Anole",0.002415,6.7,acceptable,captivity,AnAge,AnAge
Reptilia,Hoplodactylus,duvaucelii,Giant gecko,0.118,25.0,acceptable,captivity,AnAge,AnAge
Reptilia,Naultinus,gemmeus,Jewelled gecko,0.00663,16.0,acceptable,captivity,AnAge,AnAge
Reptilia,Oedura,marmorata,Marbled velvet gecko,0.0154,21.2,acceptable,captivity,AnAge,AnAge
Reptilia,Woodworthia,maculatus,Gray gecko,0.00683,37.0,acceptable,captivity,AnAge,AnAge
Reptilia,Acanthophis,antarcticus,Common death adder,0.384,9.3,acceptable,captivity,AnAge,AnAge
Reptilia,Bungarus,caeruleus,Indian krait,1.154,17.4,acceptable,captivity,AnAge,AnAge
Reptilia,Bungarus,fasciatus,"Banded krait, or Red-headed krait",3.113,13.2,acceptable,captivity,AnAge,AnAge
Reptilia,Bungarus,multicinctus,Many-banded krait,1.154,13.7,acceptable,captivity,AnAge,AnAge
Reptilia,Dendroaspis,jamesoni,Jameson's mamba,19.31,13.1,acceptable,captivity,AnAge,AnAge
Reptilia,Dendroaspis,polylepis,Black mamba,30.758,26.2,acceptable,captivity,AnAge,AnAge
Reptilia,Micruroides,euryxanthus,Western coral snake,0.056,17.6,acceptable,captivity,AnAge,AnAge
Reptilia,Micrurus,fulvius,Eastern coral snake,0.682,19.0,acceptable,captivity,AnAge,AnAge
Reptilia,Naja,atra,"Chinese cobra, or Indian spitting cobra, or Golden spitting cobra",1.849,11.7,acceptable,captivity,AnAge,AnAge
Reptilia,Naja,haje,Egyptian cobra,6.796,22.1,acceptable,captivity,AnAge,AnAge
Reptilia,Naja,kaouthia,"Indian cobra, or Monocled cobra",3.113,25.4,acceptable,captivity,AnAge,AnAge
Reptilia,Naja,melanoleuca,Black and white cobra,6.957,29.1,acceptable,captivity,AnAge,AnAge
Reptilia,Naja,mossambica,Mozambique spitting cobra,8.787,16.7,acceptable,captivity,AnAge,AnAge
Reptilia,Naja,nigricollis,Blackneck spitting cobra,8.787,23.2,acceptable,captivity,AnAge,AnAge
Reptilia,Naja,pallida,Red spitting cobra,8.787,20.2,acceptable,captivity,AnAge,AnAge
Reptilia,Naja,sputatrix,"Indonesian cobra, or Indian spitting cobra, or Indochinese spitting cobra",3.113,13.5,acceptable,captivity,AnAge,AnAge
Reptilia,Ophiophagus,hannah,King cobra,8.0,22.5,acceptable,captivity,AnAge,AnAge
